rep_id,raman_shift_cm-1,intensity
S01,357.0000,34.372190
S01,358.0000,42.852936
S01,359.0000,31.206331
S01,360.0000,30.148104
S01,361.0000,46.561516
S01,362.0000,44.089456
S01,363.0000,39.546600
S01,364.0000,31.192794
S01,365.0000,29.607000
S01,366.0000,46.139423
S01,367.0000,32.117364
S01,368.0000,35.066273
S01,369.0000,28.252135
S01,370.0000,29.090649
S01,371.0000,52.785582
S01,372.0000,38.651862
S01,373.0000,26.987557
S01,374.0000,35.826433
S01,375.0000,34.999157
S01,376.0000,50.904478
S01,377.0000,41.719239
S01,378.0000,48.667512
S01,379.0000,39.275646
S01,380.0000,52.142054
S01,381.0000,37.326357
S01,382.0000,18.150557
S01,383.0000,32.895960
S01,384.0000,51.791516
S01,385.0000,60.385393
S01,386.0000,31.467188
S01,387.0000,45.048574
S01,388.0000,27.718011
S01,389.0000,38.493200
S01,390.0000,60.813910
S01,391.0000,36.528129
S01,392.0000,43.133844
S01,393.0000,49.651575
S01,394.0000,24.400717
S01,395.0000,34.462284
S01,396.0000,53.830454
S01,397.0000,40.108890
S01,398.0000,31.520554
S01,399.0000,39.188810
S01,400.0000,38.245624
S01,401.0000,46.915598
S01,402.0000,57.717774
S01,403.0000,36.782609
S01,404.0000,69.341136
S01,405.0000,43.001724
S01,406.0000,61.354319
S01,407.0000,52.804146
S01,408.0000,41.417565
S01,409.0000,44.101404
S01,410.0000,49.819305
S01,411.0000,28.261814
S01,412.0000,44.075029
S01,413.0000,52.841137
S01,414.0000,39.761210
S01,415.0000,41.276247
S01,416.0000,43.674926
S01,417.0000,36.513906
S01,418.0000,44.342871
S01,419.0000,22.164480
S01,420.0000,26.041213
S01,421.0000,31.799010
S01,422.0000,38.895792
S01,423.0000,28.665004
S01,424.0000,49.333743
S01,425.0000,55.181101
S01,426.0000,36.417384
S01,427.0000,35.321172
S01,428.0000,45.673408
S01,429.0000,55.207619
S01,430.0000,29.810139
S01,431.0000,40.876572
S01,432.0000,37.845798
S01,433.0000,54.875848
S01,434.0000,65.827074
S01,435.0000,51.529191
S01,436.0000,39.849448
S01,437.0000,48.906430
S01,438.0000,46.675627
S01,439.0000,27.834858
S01,440.0000,28.457138
S01,441.0000,49.196141
S01,442.0000,33.308410
S01,443.0000,39.136449
S01,444.0000,31.336668
S01,445.0000,48.669562
S01,446.0000,40.432722
S01,447.0000,35.462256
S01,448.0000,44.534071
S01,449.0000,45.429051
S01,450.0000,25.041453
S01,451.0000,30.163527
S01,452.0000,49.315457
S01,453.0000,41.411573
S01,454.0000,49.477047
S01,455.0000,24.744871
S01,456.0000,36.335936
S01,457.0000,37.691884
S01,458.0000,44.912776
S01,459.0000,40.500211
S01,460.0000,27.572972
S01,461.0000,35.361786
S01,462.0000,24.542321
S01,463.0000,30.170422
S01,464.0000,24.396725
S01,465.0000,30.535411
S01,466.0000,27.435523
S01,467.0000,47.159941
S01,468.0000,61.552609
S01,469.0000,37.318897
S01,470.0000,33.823227
S01,471.0000,38.869095
S01,472.0000,32.684765
S01,473.0000,49.459681
S01,474.0000,35.778727
S01,475.0000,46.615766
S01,476.0000,17.644133
S01,477.0000,42.464797
S01,478.0000,68.220982
S01,479.0000,44.134008
S01,480.0000,55.158737
S01,481.0000,56.805015
S01,482.0000,35.033271
S01,483.0000,69.141086
S01,484.0000,33.252551
S01,485.0000,52.169785
S01,486.0000,46.745228
S01,487.0000,43.610929
S01,488.0000,42.751729
S01,489.0000,50.106113
S01,490.0000,37.203778
S01,491.0000,48.335639
S01,492.0000,49.785040
S01,493.0000,34.882116
S01,494.0000,52.101792
S01,495.0000,53.543838
S01,496.0000,31.851260
S01,497.0000,47.284513
S01,498.0000,31.251026
S01,499.0000,26.367115
S01,500.0000,31.418786
S01,501.0000,33.618674
S01,502.0000,45.350843
S01,503.0000,30.849637
S01,504.0000,39.678585
S01,505.0000,46.096980
S01,506.0000,37.045355
S01,507.0000,34.486027
S01,508.0000,54.941397
S01,509.0000,51.322772
S01,510.0000,39.440018
S01,511.0000,39.914575
S01,512.0000,27.302452
S01,513.0000,38.530505
S01,514.0000,33.400383
S01,515.0000,40.615416
S01,516.0000,46.902551
S01,517.0000,54.714566
S01,518.0000,37.435810
S01,519.0000,47.104632
S01,520.0000,36.698990
S01,521.0000,37.033584
S01,522.0000,31.100975
S01,523.0000,34.952674
S01,524.0000,14.740392
S01,525.0000,32.191026
S01,526.0000,53.310325
S01,527.0000,40.085941
S01,528.0000,44.451096
S01,529.0000,40.743579
S01,530.0000,39.223400
S01,531.0000,35.513438
S01,532.0000,38.133576
S01,533.0000,46.520165
S01,534.0000,32.274714
S01,535.0000,51.791425
S01,536.0000,57.889674
S01,537.0000,52.089720
S01,538.0000,37.327669
S01,539.0000,33.569327
S01,540.0000,44.280426
S01,541.0000,20.548479
S01,542.0000,46.062912
S01,543.0000,37.460773
S01,544.0000,43.748957
S01,545.0000,38.783597
S01,546.0000,36.236803
S01,547.0000,43.356559
S01,548.0000,44.037065
S01,549.0000,36.603478
S01,550.0000,58.032738
S01,551.0000,41.403225
S01,552.0000,73.658906
S01,553.0000,31.362715
S01,554.0000,32.310569
S01,555.0000,28.899504
S01,556.0000,38.290256
S01,557.0000,50.790912
S01,558.0000,36.720812
S01,559.0000,33.977029
S01,560.0000,45.562347
S01,561.0000,40.666005
S01,562.0000,40.287654
S01,563.0000,42.916308
S01,564.0000,55.260469
S01,565.0000,48.674755
S01,566.0000,17.703772
S01,567.0000,30.866357
S01,568.0000,51.439233
S01,569.0000,34.652994
S01,570.0000,46.232801
S01,571.0000,47.948605
S01,572.0000,50.415707
S01,573.0000,42.715504
S01,574.0000,61.196769
S01,575.0000,58.326927
S01,576.0000,59.699680
S01,577.0000,50.314108
S01,578.0000,47.108550
S01,579.0000,40.327394
S01,580.0000,59.655061
S01,581.0000,70.382338
S01,582.0000,37.544671
S01,583.0000,47.266356
S01,584.0000,57.073942
S01,585.0000,65.340633
S01,586.0000,38.566359
S01,587.0000,51.604515
S01,588.0000,49.000356
S01,589.0000,53.648988
S01,590.0000,60.472112
S01,591.0000,59.080649
S01,592.0000,66.968905
S01,593.0000,61.233878
S01,594.0000,68.560620
S01,595.0000,66.876680
S01,596.0000,57.123154
S01,597.0000,77.313384
S01,598.0000,69.633752
S01,599.0000,63.869768
S01,600.0000,66.000625
S01,601.0000,58.377518
S01,602.0000,88.911373
S01,603.0000,92.390601
S01,604.0000,82.629849
S01,605.0000,80.192986
S01,606.0000,107.764896
S01,607.0000,120.079718
S01,608.0000,113.588082
S01,609.0000,117.080132
S01,610.0000,159.682897
S01,611.0000,179.274888
S01,612.0000,191.369207
S01,613.0000,204.728064
S01,614.0000,248.633395
S01,615.0000,265.235917
S01,616.0000,316.260563
S01,617.0000,376.690778
S01,618.0000,409.707520
S01,619.0000,442.530844
S01,620.0000,482.384803
S01,621.0000,444.310055
S01,622.0000,420.006174
S01,623.0000,366.610883
S01,624.0000,312.612087
S01,625.0000,280.895049
S01,626.0000,257.601123
S01,627.0000,203.509216
S01,628.0000,172.516806
S01,629.0000,186.636982
S01,630.0000,158.108468
S01,631.0000,129.532885
S01,632.0000,127.867470
S01,633.0000,96.864676
S01,634.0000,96.848926
S01,635.0000,104.030053
S01,636.0000,58.685723
S01,637.0000,81.282320
S01,638.0000,80.133689
S01,639.0000,83.772009
S01,640.0000,93.203050
S01,641.0000,76.979079
S01,642.0000,68.394350
S01,643.0000,65.436289
S01,644.0000,74.972044
S01,645.0000,63.154670
S01,646.0000,49.181974
S01,647.0000,51.481832
S01,648.0000,60.558082
S01,649.0000,62.096079
S01,650.0000,55.787004
S01,651.0000,48.827086
S01,652.0000,49.047978
S01,653.0000,64.313399
S01,654.0000,53.069867
S01,655.0000,51.605734
S01,656.0000,51.712126
S01,657.0000,36.731986
S01,658.0000,74.994118
S01,659.0000,42.398041
S01,660.0000,35.927721
S01,661.0000,37.959547
S01,662.0000,62.346276
S01,663.0000,42.109864
S01,664.0000,61.691565
S01,665.0000,43.604441
S01,666.0000,61.550825
S01,667.0000,42.518478
S01,668.0000,88.714869
S01,669.0000,47.896703
S01,670.0000,45.577442
S01,671.0000,37.882688
S01,672.0000,50.753597
S01,673.0000,35.916809
S01,674.0000,47.274783
S01,675.0000,50.099409
S01,676.0000,46.886823
S01,677.0000,31.839329
S01,678.0000,35.843530
S01,679.0000,43.457286
S01,680.0000,22.383560
S01,681.0000,37.778773
S01,682.0000,45.578078
S01,683.0000,40.031035
S01,684.0000,36.380676
S01,685.0000,54.046076
S01,686.0000,48.942770
S01,687.0000,38.151336
S01,688.0000,60.542000
S01,689.0000,37.705515
S01,690.0000,45.136244
S01,691.0000,33.562002
S01,692.0000,44.105730
S01,693.0000,19.742508
S01,694.0000,47.857717
S01,695.0000,57.102926
S01,696.0000,58.630965
S01,697.0000,33.838096
S01,698.0000,40.734431
S01,699.0000,42.021734
S01,700.0000,27.933613
S01,701.0000,34.323697
S01,702.0000,32.791799
S01,703.0000,40.664146
S01,704.0000,42.040554
S01,705.0000,36.898269
S01,706.0000,30.571232
S01,707.0000,42.970615
S01,708.0000,39.569259
S01,709.0000,31.050920
S01,710.0000,39.142224
S01,711.0000,20.202536
S01,712.0000,49.810358
S01,713.0000,36.162488
S01,714.0000,31.539306
S01,715.0000,35.168126
S01,716.0000,49.169862
S01,717.0000,34.076189
S01,718.0000,50.691788
S01,719.0000,45.378932
S01,720.0000,36.274362
S01,721.0000,35.990315
S01,722.0000,39.592084
S01,723.0000,40.019026
S01,724.0000,33.682737
S01,725.0000,40.737585
S01,726.0000,39.723077
S01,727.0000,27.620725
S01,728.0000,45.175497
S01,729.0000,43.068137
S01,730.0000,48.988602
S01,731.0000,32.401691
S01,732.0000,49.806786
S01,733.0000,40.574555
S01,734.0000,35.413082
S01,735.0000,36.335643
S01,736.0000,35.071108
S01,737.0000,37.734165
S01,738.0000,36.883940
S01,739.0000,53.375187
S01,740.0000,29.703700
S01,741.0000,34.483210
S01,742.0000,48.574043
S01,743.0000,60.271347
S01,744.0000,43.793913
S01,745.0000,51.916219
S01,746.0000,36.213334
S01,747.0000,39.998578
S01,748.0000,53.081519
S01,749.0000,45.977574
S01,750.0000,25.687483
S01,751.0000,48.430634
S01,752.0000,36.787700
S01,753.0000,44.068057
S01,754.0000,54.638413
S01,755.0000,39.981087
S01,756.0000,38.225315
S01,757.0000,36.747526
S01,758.0000,33.931569
S01,759.0000,48.236770
S01,760.0000,49.150267
S01,761.0000,31.147109
S01,762.0000,49.103700
S01,763.0000,44.052726
S01,764.0000,37.924459
S01,765.0000,30.219923
S01,766.0000,37.000970
S01,767.0000,50.968022
S01,768.0000,30.127903
S01,769.0000,29.562543
S01,770.0000,36.465521
S01,771.0000,61.763578
S01,772.0000,40.098748
S01,773.0000,29.071869
S01,774.0000,40.284370
S01,775.0000,47.606058
S01,776.0000,46.262565
S01,777.0000,31.466907
S01,778.0000,53.445417
S01,779.0000,29.534577
S01,780.0000,21.919703
S01,781.0000,58.661011
S01,782.0000,35.031814
S01,783.0000,53.012997
S01,784.0000,39.553508
S01,785.0000,34.371999
S01,786.0000,51.958058
S01,787.0000,34.714121
S01,788.0000,52.741088
S01,789.0000,45.498512
S01,790.0000,56.583523
S01,791.0000,42.568376
S01,792.0000,35.250222
S01,793.0000,38.645308
S01,794.0000,30.894295
S01,795.0000,31.512845
S01,796.0000,17.010850
S01,797.0000,34.625368
S01,798.0000,39.491722
S01,799.0000,36.461077
S01,800.0000,37.605767
S01,801.0000,32.799215
S01,802.0000,37.725475
S01,803.0000,33.953536
S01,804.0000,35.919729
S01,805.0000,37.091826
S01,806.0000,60.067610
S01,807.0000,31.081922
S01,808.0000,22.740530
S01,809.0000,59.849342
S01,810.0000,44.372472
S01,811.0000,13.417739
S01,812.0000,35.670533
S01,813.0000,50.065257
S01,814.0000,41.246220
S01,815.0000,41.185217
S01,816.0000,47.476316
S01,817.0000,27.765568
S01,818.0000,54.775050
S01,819.0000,28.964304
S01,820.0000,20.886438
S01,821.0000,39.509099
S01,822.0000,38.736521
S01,823.0000,32.562204
S01,824.0000,36.681455
S01,825.0000,41.902667
S01,826.0000,49.523300
S01,827.0000,37.789192
S01,828.0000,37.137992
S01,829.0000,30.339166
S01,830.0000,31.065060
S01,831.0000,47.760938
S01,832.0000,46.587832
S01,833.0000,45.608885
S01,834.0000,48.614536
S01,835.0000,48.116680
S01,836.0000,46.603211
S01,837.0000,44.766047
S01,838.0000,54.500743
S01,839.0000,36.973924
S01,840.0000,47.658410
S01,841.0000,46.379514
S01,842.0000,58.830279
S01,843.0000,37.025288
S01,844.0000,31.048100
S01,845.0000,46.160332
S01,846.0000,33.077137
S01,847.0000,40.089966
S01,848.0000,25.250264
S01,849.0000,51.777802
S01,850.0000,48.310710
S01,851.0000,30.559909
S01,852.0000,47.211498
S01,853.0000,52.851800
S01,854.0000,36.464270
S01,855.0000,42.525093
S01,856.0000,26.612150
S01,857.0000,42.012155
S01,858.0000,38.465955
S01,859.0000,69.855203
S01,860.0000,52.557106
S01,861.0000,36.800405
S01,862.0000,22.015704
S01,863.0000,39.942342
S01,864.0000,44.336190
S01,865.0000,67.374324
S01,866.0000,52.574987
S01,867.0000,45.623215
S01,868.0000,39.473969
S01,869.0000,39.246787
S01,870.0000,16.247658
S01,871.0000,57.143027
S01,872.0000,34.765305
S01,873.0000,37.568878
S01,874.0000,44.393027
S01,875.0000,31.727572
S01,876.0000,32.715225
S01,877.0000,44.975663
S01,878.0000,61.916685
S01,879.0000,41.519007
S01,880.0000,55.129452
S01,881.0000,39.536955
S01,882.0000,48.627060
S01,883.0000,41.726847
S01,884.0000,37.693626
S01,885.0000,36.955878
S01,886.0000,42.394108
S01,887.0000,41.568445
S01,888.0000,38.495489
S01,889.0000,46.727539
S01,890.0000,31.112127
S01,891.0000,41.086923
S01,892.0000,47.285715
S01,893.0000,34.188837
S01,894.0000,42.153523
S01,895.0000,70.860242
S01,896.0000,34.348510
S01,897.0000,28.034755
S01,898.0000,66.582015
S01,899.0000,52.931524
S01,900.0000,46.573580
S01,901.0000,56.785915
S01,902.0000,56.123110
S01,903.0000,32.077733
S01,904.0000,63.555616
S01,905.0000,28.918316
S01,906.0000,36.075086
S01,907.0000,70.603545
S01,908.0000,39.071670
S01,909.0000,34.506604
S01,910.0000,44.962433
S01,911.0000,57.311894
S01,912.0000,80.102786
S01,913.0000,42.162008
S01,914.0000,43.297890
S01,915.0000,37.844213
S01,916.0000,59.370049
S01,917.0000,44.701554
S01,918.0000,59.641623
S01,919.0000,40.951404
S01,920.0000,47.698479
S01,921.0000,59.505356
S01,922.0000,38.216601
S01,923.0000,54.527010
S01,924.0000,45.504397
S01,925.0000,51.358510
S01,926.0000,53.223716
S01,927.0000,61.209153
S01,928.0000,42.166671
S01,929.0000,50.638507
S01,930.0000,49.285397
S01,931.0000,44.729517
S01,932.0000,35.307475
S01,933.0000,57.200621
S01,934.0000,57.240047
S01,935.0000,53.545540
S01,936.0000,55.668420
S01,937.0000,44.102222
S01,938.0000,60.796522
S01,939.0000,41.073765
S01,940.0000,51.620257
S01,941.0000,40.264724
S01,942.0000,31.181121
S01,943.0000,56.933248
S01,944.0000,55.557199
S01,945.0000,61.525809
S01,946.0000,46.681838
S01,947.0000,43.711184
S01,948.0000,69.264666
S01,949.0000,52.740354
S01,950.0000,47.953523
S01,951.0000,72.166456
S01,952.0000,61.608173
S01,953.0000,47.566733
S01,954.0000,64.850966
S01,955.0000,62.401277
S01,956.0000,43.948603
S01,957.0000,62.776322
S01,958.0000,76.037793
S01,959.0000,59.908074
S01,960.0000,79.098033
S01,961.0000,72.444713
S01,962.0000,66.910172
S01,963.0000,77.030449
S01,964.0000,77.405514
S01,965.0000,54.946312
S01,966.0000,79.596217
S01,967.0000,80.306140
S01,968.0000,67.754000
S01,969.0000,87.368508
S01,970.0000,63.572872
S01,971.0000,92.362870
S01,972.0000,89.974087
S01,973.0000,98.377535
S01,974.0000,85.858261
S01,975.0000,79.853672
S01,976.0000,87.247611
S01,977.0000,96.805649
S01,978.0000,108.737939
S01,979.0000,125.684530
S01,980.0000,125.235806
S01,981.0000,123.243735
S01,982.0000,144.989129
S01,983.0000,145.420537
S01,984.0000,177.066412
S01,985.0000,172.220750
S01,986.0000,182.306288
S01,987.0000,196.534655
S01,988.0000,209.507613
S01,989.0000,233.085146
S01,990.0000,277.511217
S01,991.0000,287.423855
S01,992.0000,341.143216
S01,993.0000,418.645027
S01,994.0000,454.594870
S01,995.0000,528.654767
S01,996.0000,626.035747
S01,997.0000,723.996994
S01,998.0000,839.811211
S01,999.0000,923.916472
S01,1000.0000,1000.472022
S01,1001.0000,1032.228330
S01,1002.0000,1006.377477
S01,1003.0000,927.318238
S01,1004.0000,831.634596
S01,1005.0000,729.499975
S01,1006.0000,627.093845
S01,1007.0000,557.210470
S01,1008.0000,481.345390
S01,1009.0000,440.808007
S01,1010.0000,377.365790
S01,1011.0000,338.621502
S01,1012.0000,300.830410
S01,1013.0000,293.219951
S01,1014.0000,271.381624
S01,1015.0000,261.340287
S01,1016.0000,234.552509
S01,1017.0000,248.098505
S01,1018.0000,246.667961
S01,1019.0000,243.746746
S01,1020.0000,242.223809
S01,1021.0000,256.821641
S01,1022.0000,281.125292
S01,1023.0000,295.929708
S01,1024.0000,343.863871
S01,1025.0000,365.834370
S01,1026.0000,410.526670
S01,1027.0000,446.409012
S01,1028.0000,517.579758
S01,1029.0000,556.404198
S01,1030.0000,615.393227
S01,1031.0000,607.497300
S01,1032.0000,595.800036
S01,1033.0000,557.569293
S01,1034.0000,518.436214
S01,1035.0000,428.748215
S01,1036.0000,394.166068
S01,1037.0000,342.164312
S01,1038.0000,278.833764
S01,1039.0000,248.974409
S01,1040.0000,205.227405
S01,1041.0000,215.583760
S01,1042.0000,163.884641
S01,1043.0000,164.785104
S01,1044.0000,156.182058
S01,1045.0000,122.745846
S01,1046.0000,126.455959
S01,1047.0000,141.165227
S01,1048.0000,122.352987
S01,1049.0000,115.064249
S01,1050.0000,91.049301
S01,1051.0000,89.943007
S01,1052.0000,92.149245
S01,1053.0000,85.829511
S01,1054.0000,80.919302
S01,1055.0000,90.986177
S01,1056.0000,61.373347
S01,1057.0000,87.542845
S01,1058.0000,87.368018
S01,1059.0000,56.828064
S01,1060.0000,56.390195
S01,1061.0000,74.922849
S01,1062.0000,62.261807
S01,1063.0000,40.528443
S01,1064.0000,54.860391
S01,1065.0000,76.668583
S01,1066.0000,86.341971
S01,1067.0000,69.356643
S01,1068.0000,58.588962
S01,1069.0000,58.985562
S01,1070.0000,50.792435
S01,1071.0000,45.045034
S01,1072.0000,62.775149
S01,1073.0000,61.091723
S01,1074.0000,59.007829
S01,1075.0000,49.617324
S01,1076.0000,46.611816
S01,1077.0000,49.512975
S01,1078.0000,50.027483
S01,1079.0000,59.686831
S01,1080.0000,55.965607
S01,1081.0000,40.417670
S01,1082.0000,37.550396
S01,1083.0000,54.918391
S01,1084.0000,47.714238
S01,1085.0000,55.722756
S01,1086.0000,54.783900
S01,1087.0000,51.168054
S01,1088.0000,62.140600
S01,1089.0000,49.409841
S01,1090.0000,64.624798
S01,1091.0000,51.700460
S01,1092.0000,66.968177
S01,1093.0000,46.818050
S01,1094.0000,73.891616
S01,1095.0000,40.666758
S01,1096.0000,50.171723
S01,1097.0000,53.708870
S01,1098.0000,54.253132
S01,1099.0000,67.965021
S01,1100.0000,55.100780
S01,1101.0000,63.457699
S01,1102.0000,59.325478
S01,1103.0000,37.374646
S01,1104.0000,37.498320
S01,1105.0000,42.578321
S01,1106.0000,43.600662
S01,1107.0000,44.114036
S01,1108.0000,54.443657
S01,1109.0000,26.377884
S01,1110.0000,55.919016
S01,1111.0000,40.405101
S01,1112.0000,50.458202
S01,1113.0000,60.974507
S01,1114.0000,46.905770
S01,1115.0000,67.667242
S01,1116.0000,59.889929
S01,1117.0000,33.775816
S01,1118.0000,54.183050
S01,1119.0000,47.698468
S01,1120.0000,57.666439
S01,1121.0000,57.878686
S01,1122.0000,49.881658
S01,1123.0000,46.396498
S01,1124.0000,38.785550
S01,1125.0000,39.072602
S01,1126.0000,63.379813
S01,1127.0000,46.446915
S01,1128.0000,50.878184
S01,1129.0000,39.863135
S01,1130.0000,60.583852
S01,1131.0000,58.821229
S01,1132.0000,60.939980
S01,1133.0000,34.971715
S01,1134.0000,49.997333
S01,1135.0000,61.017526
S01,1136.0000,55.934265
S01,1137.0000,46.499733
S01,1138.0000,84.301098
S01,1139.0000,68.495113
S01,1140.0000,73.994851
S01,1141.0000,82.094961
S01,1142.0000,80.003717
S01,1143.0000,76.846501
S01,1144.0000,83.004905
S01,1145.0000,109.278291
S01,1146.0000,101.426151
S01,1147.0000,122.917367
S01,1148.0000,136.052329
S01,1149.0000,150.946732
S01,1150.0000,159.723742
S01,1151.0000,191.177620
S01,1152.0000,205.048244
S01,1153.0000,229.703777
S01,1154.0000,241.598103
S01,1155.0000,251.914019
S01,1156.0000,242.126238
S01,1157.0000,240.718954
S01,1158.0000,208.493414
S01,1159.0000,182.555490
S01,1160.0000,160.724503
S01,1161.0000,136.540978
S01,1162.0000,137.625448
S01,1163.0000,129.171564
S01,1164.0000,118.020453
S01,1165.0000,105.310057
S01,1166.0000,85.356564
S01,1167.0000,86.618370
S01,1168.0000,90.844645
S01,1169.0000,77.630452
S01,1170.0000,76.758464
S01,1171.0000,67.691250
S01,1172.0000,65.024555
S01,1173.0000,56.922635
S01,1174.0000,65.879933
S01,1175.0000,61.538817
S01,1176.0000,69.209742
S01,1177.0000,57.964653
S01,1178.0000,55.716275
S01,1179.0000,53.818117
S01,1180.0000,64.329427
S01,1181.0000,41.029758
S01,1182.0000,66.010402
S01,1183.0000,49.652713
S01,1184.0000,29.229025
S01,1185.0000,52.648798
S01,1186.0000,58.881638
S01,1187.0000,45.482133
S01,1188.0000,65.238456
S01,1189.0000,39.044880
S01,1190.0000,55.228716
S01,1191.0000,46.219747
S01,1192.0000,47.676052
S01,1193.0000,46.696546
S01,1194.0000,46.154422
S01,1195.0000,49.326981
S01,1196.0000,58.916492
S01,1197.0000,41.895181
S01,1198.0000,44.197928
S01,1199.0000,43.474731
S01,1200.0000,53.468421
S01,1201.0000,54.687693
S01,1202.0000,56.701818
S01,1203.0000,47.793435
S01,1204.0000,27.928326
S01,1205.0000,36.505635
S01,1206.0000,44.087352
S01,1207.0000,21.612259
S01,1208.0000,45.431793
S01,1209.0000,59.090170
S01,1210.0000,45.709515
S01,1211.0000,39.529873
S01,1212.0000,29.274969
S01,1213.0000,39.896398
S01,1214.0000,43.867714
S01,1215.0000,38.978490
S01,1216.0000,44.767954
S01,1217.0000,41.519850
S01,1218.0000,47.586889
S01,1219.0000,31.028742
S01,1220.0000,57.401908
S01,1221.0000,48.127491
S01,1222.0000,40.721908
S01,1223.0000,46.642699
S01,1224.0000,67.035383
S01,1225.0000,51.574242
S01,1226.0000,48.679194
S01,1227.0000,43.379294
S01,1228.0000,36.059480
S01,1229.0000,38.440731
S01,1230.0000,40.152554
S01,1231.0000,38.127120
S01,1232.0000,45.376466
S01,1233.0000,57.292798
S01,1234.0000,39.389717
S01,1235.0000,43.174430
S01,1236.0000,51.916508
S01,1237.0000,42.074821
S01,1238.0000,55.473320
S01,1239.0000,35.825339
S01,1240.0000,39.869944
S01,1241.0000,47.330334
S01,1242.0000,37.122764
S01,1243.0000,30.377604
S01,1244.0000,36.959908
S01,1245.0000,53.431872
S01,1246.0000,42.751000
S01,1247.0000,52.917874
S01,1248.0000,57.685563
S01,1249.0000,43.761221
S01,1250.0000,28.365254
S01,1251.0000,45.404741
S01,1252.0000,59.874485
S01,1253.0000,36.245224
