rep_id,raman_shift_cm-1,intensity
S01,399.0000,28.863961
S01,400.0000,59.724316
S01,401.0000,36.642875
S01,402.0000,29.032830
S01,403.0000,52.217687
S01,404.0000,19.449341
S01,405.0000,33.193478
S01,406.0000,50.521806
S01,407.0000,39.277465
S01,408.0000,37.167636
S01,409.0000,32.290406
S01,410.0000,45.342903
S01,411.0000,40.341945
S01,412.0000,47.063181
S01,413.0000,32.355579
S01,414.0000,42.825147
S01,415.0000,42.947401
S01,416.0000,37.458136
S01,417.0000,59.859193
S01,418.0000,36.562943
S01,419.0000,52.349583
S01,420.0000,40.839367
S01,421.0000,52.092946
S01,422.0000,41.707333
S01,423.0000,43.607236
S01,424.0000,46.310655
S01,425.0000,55.260981
S01,426.0000,54.564357
S01,427.0000,50.604404
S01,428.0000,44.242884
S01,429.0000,34.930666
S01,430.0000,51.626077
S01,431.0000,37.393487
S01,432.0000,22.041509
S01,433.0000,54.332052
S01,434.0000,35.351968
S01,435.0000,39.289989
S01,436.0000,26.006216
S01,437.0000,27.287298
S01,438.0000,41.128569
S01,439.0000,44.744882
S01,440.0000,33.878794
S01,441.0000,24.554315
S01,442.0000,35.497870
S01,443.0000,23.907739
S01,444.0000,36.267774
S01,445.0000,46.482547
S01,446.0000,46.099482
S01,447.0000,22.364888
S01,448.0000,28.457142
S01,449.0000,51.775251
S01,450.0000,37.490202
S01,451.0000,39.836295
S01,452.0000,30.029985
S01,453.0000,48.941142
S01,454.0000,45.274519
S01,455.0000,38.422486
S01,456.0000,26.200463
S01,457.0000,31.677750
S01,458.0000,19.919135
S01,459.0000,45.435707
S01,460.0000,40.938570
S01,461.0000,57.223870
S01,462.0000,40.844529
S01,463.0000,39.970109
S01,464.0000,30.152930
S01,465.0000,43.257316
S01,466.0000,49.515937
S01,467.0000,32.916873
S01,468.0000,39.727837
S01,469.0000,34.800397
S01,470.0000,52.651780
S01,471.0000,38.053901
S01,472.0000,50.793384
S01,473.0000,31.309842
S01,474.0000,35.462272
S01,475.0000,39.868107
S01,476.0000,29.867852
S01,477.0000,27.016595
S01,478.0000,51.951273
S01,479.0000,29.183297
S01,480.0000,31.879157
S01,481.0000,35.881732
S01,482.0000,31.361474
S01,483.0000,46.722291
S01,484.0000,26.687202
S01,485.0000,45.579072
S01,486.0000,32.456301
S01,487.0000,39.871393
S01,488.0000,43.043762
S01,489.0000,28.050799
S01,490.0000,45.128344
S01,491.0000,38.276814
S01,492.0000,35.897626
S01,493.0000,44.226754
S01,494.0000,44.706282
S01,495.0000,48.320551
S01,496.0000,46.995100
S01,497.0000,39.907090
S01,498.0000,35.864230
S01,499.0000,32.075417
S01,500.0000,27.448804
S01,501.0000,35.276815
S01,502.0000,28.686717
S01,503.0000,38.911042
S01,504.0000,38.421410
S01,505.0000,39.405631
S01,506.0000,53.906605
S01,507.0000,63.489343
S01,508.0000,28.404987
S01,509.0000,46.329182
S01,510.0000,45.248025
S01,511.0000,32.010810
S01,512.0000,20.638131
S01,513.0000,56.425069
S01,514.0000,24.504941
S01,515.0000,43.725336
S01,516.0000,38.027181
S01,517.0000,21.664958
S01,518.0000,35.015259
S01,519.0000,47.685174
S01,520.0000,46.378633
S01,521.0000,57.994476
S01,522.0000,46.028917
S01,523.0000,44.998753
S01,524.0000,37.329315
S01,525.0000,46.359216
S01,526.0000,44.698251
S01,527.0000,46.437638
S01,528.0000,31.969879
S01,529.0000,38.011906
S01,530.0000,52.591936
S01,531.0000,38.510304
S01,532.0000,17.035708
S01,533.0000,42.111804
S01,534.0000,26.194294
S01,535.0000,29.106974
S01,536.0000,50.491196
S01,537.0000,27.913422
S01,538.0000,43.114916
S01,539.0000,45.197957
S01,540.0000,48.377265
S01,541.0000,49.117854
S01,542.0000,55.284492
S01,543.0000,44.170086
S01,544.0000,25.340960
S01,545.0000,55.341175
S01,546.0000,42.178048
S01,547.0000,47.861969
S01,548.0000,35.527889
S01,549.0000,31.528961
S01,550.0000,35.339962
S01,551.0000,30.896558
S01,552.0000,40.743521
S01,553.0000,26.227374
S01,554.0000,64.133270
S01,555.0000,37.235912
S01,556.0000,38.322295
S01,557.0000,40.429194
S01,558.0000,41.680017
S01,559.0000,49.117438
S01,560.0000,35.006769
S01,561.0000,31.992832
S01,562.0000,41.850041
S01,563.0000,49.336819
S01,564.0000,49.952780
S01,565.0000,41.610360
S01,566.0000,45.557964
S01,567.0000,61.451348
S01,568.0000,30.532896
S01,569.0000,42.369476
S01,570.0000,58.842642
S01,571.0000,49.470850
S01,572.0000,53.410698
S01,573.0000,43.223756
S01,574.0000,43.658815
S01,575.0000,50.713424
S01,576.0000,67.550486
S01,577.0000,58.252534
S01,578.0000,48.027020
S01,579.0000,53.917630
S01,580.0000,38.788363
S01,581.0000,46.209900
S01,582.0000,55.694221
S01,583.0000,59.203228
S01,584.0000,43.916554
S01,585.0000,55.322220
S01,586.0000,51.899599
S01,587.0000,53.646726
S01,588.0000,51.868860
S01,589.0000,63.278591
S01,590.0000,66.888926
S01,591.0000,76.059649
S01,592.0000,57.312343
S01,593.0000,63.852356
S01,594.0000,55.974826
S01,595.0000,60.237950
S01,596.0000,63.705054
S01,597.0000,64.882685
S01,598.0000,66.486289
S01,599.0000,60.621670
S01,600.0000,82.814877
S01,601.0000,73.001746
S01,602.0000,88.994791
S01,603.0000,92.522893
S01,604.0000,96.385453
S01,605.0000,120.377108
S01,606.0000,99.220872
S01,607.0000,114.283522
S01,608.0000,125.219272
S01,609.0000,141.123819
S01,610.0000,153.424770
S01,611.0000,190.804006
S01,612.0000,173.476860
S01,613.0000,221.458732
S01,614.0000,258.089850
S01,615.0000,290.322738
S01,616.0000,319.018568
S01,617.0000,383.425363
S01,618.0000,410.808422
S01,619.0000,449.514783
S01,620.0000,460.281814
S01,621.0000,454.203336
S01,622.0000,412.260323
S01,623.0000,378.972952
S01,624.0000,303.296139
S01,625.0000,287.194867
S01,626.0000,262.959286
S01,627.0000,225.763841
S01,628.0000,212.382091
S01,629.0000,173.281182
S01,630.0000,173.295413
S01,631.0000,130.552102
S01,632.0000,115.977363
S01,633.0000,121.108799
S01,634.0000,96.234249
S01,635.0000,113.436187
S01,636.0000,93.411852
S01,637.0000,104.460449
S01,638.0000,74.279518
S01,639.0000,72.066568
S01,640.0000,73.697563
S01,641.0000,63.643282
S01,642.0000,63.073804
S01,643.0000,68.927158
S01,644.0000,58.243421
S01,645.0000,65.844667
S01,646.0000,56.992784
S01,647.0000,64.409434
S01,648.0000,75.425412
S01,649.0000,72.022415
S01,650.0000,58.831335
S01,651.0000,51.610068
S01,652.0000,50.224596
S01,653.0000,45.077690
S01,654.0000,44.574893
S01,655.0000,64.939093
S01,656.0000,53.834209
S01,657.0000,69.532719
S01,658.0000,44.400397
S01,659.0000,48.900996
S01,660.0000,55.670092
S01,661.0000,40.229508
S01,662.0000,49.062858
S01,663.0000,54.750958
S01,664.0000,45.509607
S01,665.0000,38.654887
S01,666.0000,33.622818
S01,667.0000,37.715497
S01,668.0000,59.640006
S01,669.0000,44.689615
S01,670.0000,36.220253
S01,671.0000,23.109402
S01,672.0000,58.576818
S01,673.0000,42.899622
S01,674.0000,36.047239
S01,675.0000,38.620274
S01,676.0000,49.220789
S01,677.0000,55.013417
S01,678.0000,37.561734
S01,679.0000,46.180827
S01,680.0000,41.464049
S01,681.0000,14.106058
S01,682.0000,50.380685
S01,683.0000,30.052555
S01,684.0000,53.609050
S01,685.0000,36.573018
S01,686.0000,39.701000
S01,687.0000,44.670835
S01,688.0000,42.301931
S01,689.0000,34.914993
S01,690.0000,41.730695
S01,691.0000,52.366112
S01,692.0000,59.825133
S01,693.0000,29.031010
S01,694.0000,48.490385
S01,695.0000,55.142060
S01,696.0000,37.207060
S01,697.0000,42.363612
S01,698.0000,49.640812
S01,699.0000,56.179785
S01,700.0000,51.056644
S01,701.0000,55.096533
S01,702.0000,41.395960
S01,703.0000,50.511340
S01,704.0000,51.269166
S01,705.0000,50.788993
S01,706.0000,50.470933
S01,707.0000,39.204531
S01,708.0000,30.627089
S01,709.0000,40.915648
S01,710.0000,15.729308
S01,711.0000,27.583477
S01,712.0000,54.671405
S01,713.0000,24.138932
S01,714.0000,37.622003
S01,715.0000,47.371555
S01,716.0000,41.930984
S01,717.0000,44.279833
S01,718.0000,39.192539
S01,719.0000,47.271137
S01,720.0000,31.585035
S01,721.0000,57.578756
S01,722.0000,52.182165
S01,723.0000,16.934866
S01,724.0000,54.983934
S01,725.0000,42.506763
S01,726.0000,37.146459
S01,727.0000,59.932472
S01,728.0000,54.197776
S01,729.0000,34.808193
S01,730.0000,29.822523
S01,731.0000,25.956845
S01,732.0000,37.077633
S01,733.0000,41.060068
S01,734.0000,33.348240
S01,735.0000,38.980574
S01,736.0000,57.437910
S01,737.0000,42.039694
S01,738.0000,40.023350
S01,739.0000,32.291687
S01,740.0000,51.805468
S01,741.0000,54.532520
S01,742.0000,29.693232
S01,743.0000,45.282386
S01,744.0000,51.895128
S01,745.0000,44.088626
S01,746.0000,32.451295
S01,747.0000,32.184035
S01,748.0000,33.550744
S01,749.0000,38.570822
S01,750.0000,25.946493
S01,751.0000,51.507920
S01,752.0000,44.785948
S01,753.0000,54.300946
S01,754.0000,23.441336
S01,755.0000,42.752895
S01,756.0000,37.353137
S01,757.0000,56.149024
S01,758.0000,58.337698
S01,759.0000,32.321041
S01,760.0000,40.715819
S01,761.0000,35.259850
S01,762.0000,26.823147
S01,763.0000,38.476969
S01,764.0000,52.516791
S01,765.0000,53.455387
S01,766.0000,35.846334
S01,767.0000,28.607070
S01,768.0000,16.453659
S01,769.0000,49.270575
S01,770.0000,33.523701
S01,771.0000,53.447688
S01,772.0000,39.242669
S01,773.0000,48.299617
S01,774.0000,52.715441
S01,775.0000,35.351006
S01,776.0000,26.293384
S01,777.0000,35.546616
S01,778.0000,47.284384
S01,779.0000,39.810706
S01,780.0000,39.637437
S01,781.0000,36.260753
S01,782.0000,43.395256
S01,783.0000,70.977861
S01,784.0000,47.820366
S01,785.0000,32.592977
S01,786.0000,44.626041
S01,787.0000,44.419838
S01,788.0000,55.839584
S01,789.0000,57.627951
S01,790.0000,34.829728
S01,791.0000,56.378349
S01,792.0000,43.943827
S01,793.0000,38.552610
S01,794.0000,43.037040
S01,795.0000,29.808210
S01,796.0000,36.552335
S01,797.0000,40.204378
S01,798.0000,45.391993
S01,799.0000,44.433914
S01,800.0000,20.123807
S01,801.0000,28.847995
S01,802.0000,24.661202
S01,803.0000,26.511902
S01,804.0000,43.560184
S01,805.0000,40.432050
S01,806.0000,42.043800
S01,807.0000,33.751509
S01,808.0000,32.943191
S01,809.0000,46.059927
S01,810.0000,39.407648
S01,811.0000,52.392222
S01,812.0000,23.938220
S01,813.0000,51.655976
S01,814.0000,40.775368
S01,815.0000,27.743989
S01,816.0000,41.793367
S01,817.0000,33.524716
S01,818.0000,59.764622
S01,819.0000,58.985195
S01,820.0000,35.945335
S01,821.0000,56.104677
S01,822.0000,53.789815
S01,823.0000,51.596294
S01,824.0000,42.370775
S01,825.0000,44.245221
S01,826.0000,51.445136
S01,827.0000,47.305051
S01,828.0000,33.029782
S01,829.0000,45.834700
S01,830.0000,47.188310
S01,831.0000,33.206630
S01,832.0000,49.878462
S01,833.0000,40.441124
S01,834.0000,47.152736
S01,835.0000,45.831585
S01,836.0000,39.213945
S01,837.0000,51.110670
S01,838.0000,56.702670
S01,839.0000,44.006841
S01,840.0000,34.367870
S01,841.0000,39.766775
S01,842.0000,37.021949
S01,843.0000,31.531828
S01,844.0000,30.715007
S01,845.0000,49.199926
S01,846.0000,33.596708
S01,847.0000,36.825241
S01,848.0000,33.178429
S01,849.0000,42.517758
S01,850.0000,37.983416
S01,851.0000,29.409826
S01,852.0000,38.596545
S01,853.0000,37.886479
S01,854.0000,54.532339
S01,855.0000,47.562453
S01,856.0000,57.773175
S01,857.0000,45.363327
S01,858.0000,23.053042
S01,859.0000,57.898464
S01,860.0000,53.939070
S01,861.0000,37.121328
S01,862.0000,25.772868
S01,863.0000,37.493214
S01,864.0000,25.685577
S01,865.0000,31.627102
S01,866.0000,46.648170
S01,867.0000,27.835273
S01,868.0000,46.207477
S01,869.0000,57.328234
S01,870.0000,53.244201
S01,871.0000,49.252188
S01,872.0000,45.624086
S01,873.0000,61.524644
S01,874.0000,42.016896
S01,875.0000,58.858596
S01,876.0000,48.192231
S01,877.0000,55.825389
S01,878.0000,24.549369
S01,879.0000,34.498637
S01,880.0000,53.671931
S01,881.0000,44.005176
S01,882.0000,19.878204
S01,883.0000,42.460458
S01,884.0000,51.176518
S01,885.0000,51.005334
S01,886.0000,18.381621
S01,887.0000,37.886767
S01,888.0000,41.560806
S01,889.0000,39.468106
S01,890.0000,47.522387
S01,891.0000,50.826062
S01,892.0000,25.442189
S01,893.0000,33.709740
S01,894.0000,53.468286
S01,895.0000,40.582608
S01,896.0000,43.047964
S01,897.0000,58.646457
S01,898.0000,51.402827
S01,899.0000,49.724426
S01,900.0000,42.235955
S01,901.0000,54.468759
S01,902.0000,48.684115
S01,903.0000,40.288620
S01,904.0000,37.872127
S01,905.0000,45.671534
S01,906.0000,40.190047
S01,907.0000,60.356998
S01,908.0000,58.002000
S01,909.0000,56.730345
S01,910.0000,41.442955
S01,911.0000,46.288159
S01,912.0000,42.948578
S01,913.0000,46.005272
S01,914.0000,30.454930
S01,915.0000,41.355379
S01,916.0000,47.020312
S01,917.0000,46.853814
S01,918.0000,64.856503
S01,919.0000,53.893605
S01,920.0000,37.629403
S01,921.0000,45.593740
S01,922.0000,33.642242
S01,923.0000,39.162899
S01,924.0000,43.407646
S01,925.0000,48.371481
S01,926.0000,46.308409
S01,927.0000,65.836991
S01,928.0000,62.032641
S01,929.0000,39.801415
S01,930.0000,66.148943
S01,931.0000,51.892155
S01,932.0000,61.944503
S01,933.0000,50.957160
S01,934.0000,46.668790
S01,935.0000,56.247619
S01,936.0000,43.775093
S01,937.0000,33.050229
S01,938.0000,38.147817
S01,939.0000,45.131585
S01,940.0000,61.694278
S01,941.0000,68.764171
S01,942.0000,46.049904
S01,943.0000,59.529220
S01,944.0000,53.839754
S01,945.0000,40.241246
S01,946.0000,51.318422
S01,947.0000,42.380730
S01,948.0000,67.364417
S01,949.0000,54.485355
S01,950.0000,53.237433
S01,951.0000,48.944106
S01,952.0000,47.377627
S01,953.0000,63.195000
S01,954.0000,56.263071
S01,955.0000,54.437719
S01,956.0000,56.396205
S01,957.0000,70.221794
S01,958.0000,59.369976
S01,959.0000,69.367884
S01,960.0000,59.090792
S01,961.0000,74.282560
S01,962.0000,79.641002
S01,963.0000,74.304337
S01,964.0000,57.404897
S01,965.0000,85.004237
S01,966.0000,65.234112
S01,967.0000,88.009711
S01,968.0000,71.547995
S01,969.0000,75.233413
S01,970.0000,61.408640
S01,971.0000,86.876156
S01,972.0000,88.445342
S01,973.0000,77.983411
S01,974.0000,87.311411
S01,975.0000,84.977768
S01,976.0000,99.564339
S01,977.0000,101.670089
S01,978.0000,98.444692
S01,979.0000,113.135052
S01,980.0000,128.221635
S01,981.0000,129.466917
S01,982.0000,140.750501
S01,983.0000,144.598796
S01,984.0000,157.488517
S01,985.0000,170.384416
S01,986.0000,192.571231
S01,987.0000,209.471774
S01,988.0000,235.561038
S01,989.0000,253.307581
S01,990.0000,277.170254
S01,991.0000,314.314283
S01,992.0000,359.274612
S01,993.0000,420.260432
S01,994.0000,489.444241
S01,995.0000,560.804490
S01,996.0000,644.717093
S01,997.0000,734.349619
S01,998.0000,873.097658
S01,999.0000,958.423755
S01,1000.0000,1031.566875
S01,1001.0000,1070.430319
S01,1002.0000,1032.350570
S01,1003.0000,959.326414
S01,1004.0000,869.224010
S01,1005.0000,762.541407
S01,1006.0000,654.366354
S01,1007.0000,556.670289
S01,1008.0000,504.631096
S01,1009.0000,441.398027
S01,1010.0000,404.483722
S01,1011.0000,351.516000
S01,1012.0000,303.639865
S01,1013.0000,304.489351
S01,1014.0000,265.713823
S01,1015.0000,257.044306
S01,1016.0000,249.973357
S01,1017.0000,247.228771
S01,1018.0000,250.620119
S01,1019.0000,254.304583
S01,1020.0000,263.117369
S01,1021.0000,265.814081
S01,1022.0000,309.471721
S01,1023.0000,309.348238
S01,1024.0000,355.521162
S01,1025.0000,374.745342
S01,1026.0000,407.873128
S01,1027.0000,483.623147
S01,1028.0000,536.479947
S01,1029.0000,590.372929
S01,1030.0000,619.937608
S01,1031.0000,630.323844
S01,1032.0000,604.100631
S01,1033.0000,552.579323
S01,1034.0000,514.898444
S01,1035.0000,456.183210
S01,1036.0000,378.731267
S01,1037.0000,365.760837
S01,1038.0000,290.327310
S01,1039.0000,271.601566
S01,1040.0000,236.181831
S01,1041.0000,215.754185
S01,1042.0000,188.379844
S01,1043.0000,179.501014
S01,1044.0000,161.881171
S01,1045.0000,147.080970
S01,1046.0000,149.425950
S01,1047.0000,122.514311
S01,1048.0000,102.842632
S01,1049.0000,103.251480
S01,1050.0000,109.282698
S01,1051.0000,92.027870
S01,1052.0000,83.619814
S01,1053.0000,113.086482
S01,1054.0000,94.311443
S01,1055.0000,84.497328
S01,1056.0000,77.692411
S01,1057.0000,82.671366
S01,1058.0000,89.779756
S01,1059.0000,74.492904
S01,1060.0000,73.304880
S01,1061.0000,82.805926
S01,1062.0000,82.142165
S01,1063.0000,64.387121
S01,1064.0000,71.351108
S01,1065.0000,78.114285
S01,1066.0000,65.244914
S01,1067.0000,71.618493
S01,1068.0000,74.842984
S01,1069.0000,68.010078
S01,1070.0000,64.237493
S01,1071.0000,66.992469
S01,1072.0000,68.085166
S01,1073.0000,47.733345
S01,1074.0000,55.720558
S01,1075.0000,59.830702
S01,1076.0000,55.816462
S01,1077.0000,49.679483
S01,1078.0000,69.171371
S01,1079.0000,66.212098
S01,1080.0000,41.431080
S01,1081.0000,39.277656
S01,1082.0000,52.868818
S01,1083.0000,44.816516
S01,1084.0000,43.948776
S01,1085.0000,48.254830
S01,1086.0000,57.645956
S01,1087.0000,45.289710
S01,1088.0000,55.383802
S01,1089.0000,31.902234
S01,1090.0000,30.316857
S01,1091.0000,56.974713
S01,1092.0000,58.946024
S01,1093.0000,66.024894
S01,1094.0000,52.177335
S01,1095.0000,70.817608
S01,1096.0000,32.986567
S01,1097.0000,37.763106
S01,1098.0000,46.041345
S01,1099.0000,61.847521
S01,1100.0000,42.755421
S01,1101.0000,48.149497
S01,1102.0000,52.221785
S01,1103.0000,39.433682
S01,1104.0000,47.651389
S01,1105.0000,48.988243
S01,1106.0000,52.851204
S01,1107.0000,41.484150
S01,1108.0000,50.290560
S01,1109.0000,49.718974
S01,1110.0000,42.973996
S01,1111.0000,38.493772
S01,1112.0000,45.105432
S01,1113.0000,56.520614
S01,1114.0000,57.591018
S01,1115.0000,57.351539
S01,1116.0000,43.904743
S01,1117.0000,50.596448
S01,1118.0000,57.587710
S01,1119.0000,57.155042
S01,1120.0000,39.962541
S01,1121.0000,50.079369
S01,1122.0000,49.328593
S01,1123.0000,56.376146
S01,1124.0000,56.059040
S01,1125.0000,40.860864
S01,1126.0000,45.191692
S01,1127.0000,55.246843
S01,1128.0000,56.841494
S01,1129.0000,33.495471
S01,1130.0000,54.355974
S01,1131.0000,66.356786
S01,1132.0000,56.585040
S01,1133.0000,61.446567
S01,1134.0000,49.478870
S01,1135.0000,60.608913
S01,1136.0000,54.233746
S01,1137.0000,39.261398
S01,1138.0000,69.701159
S01,1139.0000,71.443900
S01,1140.0000,69.204742
S01,1141.0000,63.023210
S01,1142.0000,76.102542
S01,1143.0000,91.136961
S01,1144.0000,105.388855
S01,1145.0000,100.622407
S01,1146.0000,107.014058
S01,1147.0000,121.317754
S01,1148.0000,133.515802
S01,1149.0000,162.077350
S01,1150.0000,186.236791
S01,1151.0000,213.521122
S01,1152.0000,222.541539
S01,1153.0000,248.910828
S01,1154.0000,257.268740
S01,1155.0000,268.861779
S01,1156.0000,245.003680
S01,1157.0000,241.930602
S01,1158.0000,202.962103
S01,1159.0000,190.843993
S01,1160.0000,157.368758
S01,1161.0000,142.754450
S01,1162.0000,137.093214
S01,1163.0000,137.149706
S01,1164.0000,91.427051
S01,1165.0000,95.563157
S01,1166.0000,98.958151
S01,1167.0000,92.442330
S01,1168.0000,87.482508
S01,1169.0000,80.559701
S01,1170.0000,80.859008
S01,1171.0000,64.550008
S01,1172.0000,72.964108
S01,1173.0000,66.366704
S01,1174.0000,56.734800
S01,1175.0000,70.208203
S01,1176.0000,62.659916
S01,1177.0000,59.138553
S01,1178.0000,60.270664
S01,1179.0000,36.620131
S01,1180.0000,52.238438
S01,1181.0000,46.575196
S01,1182.0000,55.687042
S01,1183.0000,53.809176
S01,1184.0000,62.046649
S01,1185.0000,43.842929
S01,1186.0000,56.050747
S01,1187.0000,36.450817
S01,1188.0000,56.277772
S01,1189.0000,48.354429
S01,1190.0000,30.033497
S01,1191.0000,51.907291
S01,1192.0000,45.533891
S01,1193.0000,61.320698
S01,1194.0000,32.786108
S01,1195.0000,45.464934
S01,1196.0000,45.152816
S01,1197.0000,44.811658
S01,1198.0000,47.389509
S01,1199.0000,35.746818
S01,1200.0000,46.781508
S01,1201.0000,55.784891
S01,1202.0000,36.261347
S01,1203.0000,40.617289
S01,1204.0000,47.506625
S01,1205.0000,55.106070
S01,1206.0000,53.544420
S01,1207.0000,65.469453
S01,1208.0000,42.296821
S01,1209.0000,18.997194
S01,1210.0000,53.194679
S01,1211.0000,54.161680
S01,1212.0000,57.451351
S01,1213.0000,43.510587
S01,1214.0000,28.650470
S01,1215.0000,38.903872
S01,1216.0000,48.752626
S01,1217.0000,51.837540
S01,1218.0000,32.955589
S01,1219.0000,44.938565
S01,1220.0000,48.502606
S01,1221.0000,50.711727
S01,1222.0000,50.891479
S01,1223.0000,38.576618
S01,1224.0000,41.919871
S01,1225.0000,28.908569
S01,1226.0000,55.927944
S01,1227.0000,50.806489
S01,1228.0000,53.889551
S01,1229.0000,31.687038
S01,1230.0000,41.038825
S01,1231.0000,37.564661
S01,1232.0000,40.616579
S01,1233.0000,43.531674
S01,1234.0000,52.364160
S01,1235.0000,39.182688
S01,1236.0000,53.110200
S01,1237.0000,34.698908
S01,1238.0000,19.496209
S01,1239.0000,45.635329
S01,1240.0000,40.615722
S01,1241.0000,43.359954
S01,1242.0000,48.544710
S01,1243.0000,48.613514
S01,1244.0000,44.833560
S01,1245.0000,34.261849
S01,1246.0000,42.833720
S01,1247.0000,45.138131
S01,1248.0000,36.986460
S01,1249.0000,41.815731
S01,1250.0000,55.374511
S01,1251.0000,68.596521
S01,1252.0000,48.845185
S01,1253.0000,35.155090
