spectrum_id,material,raman_shift_cm-1,intensity
PS_01,polystyrene,318.0000,0.110317
PS_01,polystyrene,319.0000,0.110780
PS_01,polystyrene,320.0000,0.111247
PS_01,polystyrene,321.0000,0.111718
PS_01,polystyrene,322.0000,0.112192
PS_01,polystyrene,323.0000,0.112670
PS_01,polystyrene,324.0000,0.113152
PS_01,polystyrene,325.0000,0.113637
PS_01,polystyrene,326.0000,0.114126
PS_01,polystyrene,327.0000,0.114619
PS_01,polystyrene,328.0000,0.115116
PS_01,polystyrene,329.0000,0.115617
PS_01,polystyrene,330.0000,0.116122
PS_01,polystyrene,331.0000,0.116632
PS_01,polystyrene,332.0000,0.117145
PS_01,polystyrene,333.0000,0.117662
PS_01,polystyrene,334.0000,0.118184
PS_01,polystyrene,335.0000,0.118710
PS_01,polystyrene,336.0000,0.119240
PS_01,polystyrene,337.0000,0.119775
PS_01,polystyrene,338.0000,0.120314
PS_01,polystyrene,339.0000,0.120857
PS_01,polystyrene,340.0000,0.121405
PS_01,polystyrene,341.0000,0.121958
PS_01,polystyrene,342.0000,0.122515
PS_01,polystyrene,343.0000,0.123077
PS_01,polystyrene,344.0000,0.123644
PS_01,polystyrene,345.0000,0.124216
PS_01,polystyrene,346.0000,0.124793
PS_01,polystyrene,347.0000,0.125374
PS_01,polystyrene,348.0000,0.125961
PS_01,polystyrene,349.0000,0.126553
PS_01,polystyrene,350.0000,0.127149
PS_01,polystyrene,351.0000,0.127752
PS_01,polystyrene,352.0000,0.128359
PS_01,polystyrene,353.0000,0.128972
PS_01,polystyrene,354.0000,0.129590
PS_01,polystyrene,355.0000,0.130214
PS_01,polystyrene,356.0000,0.130843
PS_01,polystyrene,357.0000,0.131478
PS_01,polystyrene,358.0000,0.132119
PS_01,polystyrene,359.0000,0.132766
PS_01,polystyrene,360.0000,0.133418
PS_01,polystyrene,361.0000,0.134077
PS_01,polystyrene,362.0000,0.134741
PS_01,polystyrene,363.0000,0.135412
PS_01,polystyrene,364.0000,0.136089
PS_01,polystyrene,365.0000,0.136772
PS_01,polystyrene,366.0000,0.137462
PS_01,polystyrene,367.0000,0.138158
PS_01,polystyrene,368.0000,0.138861
PS_01,polystyrene,369.0000,0.139571
PS_01,polystyrene,370.0000,0.140287
PS_01,polystyrene,371.0000,0.141010
PS_01,polystyrene,372.0000,0.141740
PS_01,polystyrene,373.0000,0.142478
PS_01,polystyrene,374.0000,0.143222
PS_01,polystyrene,375.0000,0.143974
PS_01,polystyrene,376.0000,0.144733
PS_01,polystyrene,377.0000,0.145500
PS_01,polystyrene,378.0000,0.146274
PS_01,polystyrene,379.0000,0.147056
PS_01,polystyrene,380.0000,0.147846
PS_01,polystyrene,381.0000,0.148644
PS_01,polystyrene,382.0000,0.149450
PS_01,polystyrene,383.0000,0.150265
PS_01,polystyrene,384.0000,0.151087
PS_01,polystyrene,385.0000,0.151918
PS_01,polystyrene,386.0000,0.152758
PS_01,polystyrene,387.0000,0.153607
PS_01,polystyrene,388.0000,0.154464
PS_01,polystyrene,389.0000,0.155330
PS_01,polystyrene,390.0000,0.156206
PS_01,polystyrene,391.0000,0.157091
PS_01,polystyrene,392.0000,0.157985
PS_01,polystyrene,393.0000,0.158889
PS_01,polystyrene,394.0000,0.159803
PS_01,polystyrene,395.0000,0.160726
PS_01,polystyrene,396.0000,0.161660
PS_01,polystyrene,397.0000,0.162604
PS_01,polystyrene,398.0000,0.163558
PS_01,polystyrene,399.0000,0.164523
PS_01,polystyrene,400.0000,0.165499
PS_01,polystyrene,401.0000,0.166486
PS_01,polystyrene,402.0000,0.167484
PS_01,polystyrene,403.0000,0.168493
PS_01,polystyrene,404.0000,0.169514
PS_01,polystyrene,405.0000,0.170546
PS_01,polystyrene,406.0000,0.171591
PS_01,polystyrene,407.0000,0.172647
PS_01,polystyrene,408.0000,0.173716
PS_01,polystyrene,409.0000,0.174797
PS_01,polystyrene,410.0000,0.175891
PS_01,polystyrene,411.0000,0.176998
PS_01,polystyrene,412.0000,0.178119
PS_01,polystyrene,413.0000,0.179252
PS_01,polystyrene,414.0000,0.180400
PS_01,polystyrene,415.0000,0.181561
PS_01,polystyrene,416.0000,0.182737
PS_01,polystyrene,417.0000,0.183927
PS_01,polystyrene,418.0000,0.185132
PS_01,polystyrene,419.0000,0.186352
PS_01,polystyrene,420.0000,0.187587
PS_01,polystyrene,421.0000,0.188837
PS_01,polystyrene,422.0000,0.190104
PS_01,polystyrene,423.0000,0.191386
PS_01,polystyrene,424.0000,0.192686
PS_01,polystyrene,425.0000,0.194001
PS_01,polystyrene,426.0000,0.195334
PS_01,polystyrene,427.0000,0.196685
PS_01,polystyrene,428.0000,0.198053
PS_01,polystyrene,429.0000,0.199439
PS_01,polystyrene,430.0000,0.200844
PS_01,polystyrene,431.0000,0.202267
PS_01,polystyrene,432.0000,0.203710
PS_01,polystyrene,433.0000,0.205172
PS_01,polystyrene,434.0000,0.206655
PS_01,polystyrene,435.0000,0.208157
PS_01,polystyrene,436.0000,0.209681
PS_01,polystyrene,437.0000,0.211225
PS_01,polystyrene,438.0000,0.212792
PS_01,polystyrene,439.0000,0.214380
PS_01,polystyrene,440.0000,0.215991
PS_01,polystyrene,441.0000,0.217625
PS_01,polystyrene,442.0000,0.219283
PS_01,polystyrene,443.0000,0.220965
PS_01,polystyrene,444.0000,0.222671
PS_01,polystyrene,445.0000,0.224402
PS_01,polystyrene,446.0000,0.226159
PS_01,polystyrene,447.0000,0.227942
PS_01,polystyrene,448.0000,0.229752
PS_01,polystyrene,449.0000,0.231589
PS_01,polystyrene,450.0000,0.233454
PS_01,polystyrene,451.0000,0.235348
PS_01,polystyrene,452.0000,0.237271
PS_01,polystyrene,453.0000,0.239224
PS_01,polystyrene,454.0000,0.241207
PS_01,polystyrene,455.0000,0.243222
PS_01,polystyrene,456.0000,0.245269
PS_01,polystyrene,457.0000,0.247348
PS_01,polystyrene,458.0000,0.249461
PS_01,polystyrene,459.0000,0.251609
PS_01,polystyrene,460.0000,0.253791
PS_01,polystyrene,461.0000,0.256010
PS_01,polystyrene,462.0000,0.258265
PS_01,polystyrene,463.0000,0.260558
PS_01,polystyrene,464.0000,0.262889
PS_01,polystyrene,465.0000,0.265260
PS_01,polystyrene,466.0000,0.267672
PS_01,polystyrene,467.0000,0.270126
PS_01,polystyrene,468.0000,0.272622
PS_01,polystyrene,469.0000,0.275161
PS_01,polystyrene,470.0000,0.277746
PS_01,polystyrene,471.0000,0.280377
PS_01,polystyrene,472.0000,0.283054
PS_01,polystyrene,473.0000,0.285781
PS_01,polystyrene,474.0000,0.288557
PS_01,polystyrene,475.0000,0.291383
PS_01,polystyrene,476.0000,0.294263
PS_01,polystyrene,477.0000,0.297196
PS_01,polystyrene,478.0000,0.300184
PS_01,polystyrene,479.0000,0.303229
PS_01,polystyrene,480.0000,0.306333
PS_01,polystyrene,481.0000,0.309496
PS_01,polystyrene,482.0000,0.312721
PS_01,polystyrene,483.0000,0.316009
PS_01,polystyrene,484.0000,0.319362
PS_01,polystyrene,485.0000,0.322783
PS_01,polystyrene,486.0000,0.326272
PS_01,polystyrene,487.0000,0.329832
PS_01,polystyrene,488.0000,0.333465
PS_01,polystyrene,489.0000,0.337174
PS_01,polystyrene,490.0000,0.340960
PS_01,polystyrene,491.0000,0.344825
PS_01,polystyrene,492.0000,0.348773
PS_01,polystyrene,493.0000,0.352805
PS_01,polystyrene,494.0000,0.356925
PS_01,polystyrene,495.0000,0.361135
PS_01,polystyrene,496.0000,0.365437
PS_01,polystyrene,497.0000,0.369836
PS_01,polystyrene,498.0000,0.374333
PS_01,polystyrene,499.0000,0.378932
PS_01,polystyrene,500.0000,0.383636
PS_01,polystyrene,501.0000,0.388449
PS_01,polystyrene,502.0000,0.393375
PS_01,polystyrene,503.0000,0.398416
PS_01,polystyrene,504.0000,0.403578
PS_01,polystyrene,505.0000,0.408863
PS_01,polystyrene,506.0000,0.414277
PS_01,polystyrene,507.0000,0.419824
PS_01,polystyrene,508.0000,0.425508
PS_01,polystyrene,509.0000,0.431334
PS_01,polystyrene,510.0000,0.437307
PS_01,polystyrene,511.0000,0.443434
PS_01,polystyrene,512.0000,0.449718
PS_01,polystyrene,513.0000,0.456166
PS_01,polystyrene,514.0000,0.462784
PS_01,polystyrene,515.0000,0.469579
PS_01,polystyrene,516.0000,0.476557
PS_01,polystyrene,517.0000,0.483724
PS_01,polystyrene,518.0000,0.491089
PS_01,polystyrene,519.0000,0.498659
PS_01,polystyrene,520.0000,0.506442
PS_01,polystyrene,521.0000,0.514446
PS_01,polystyrene,522.0000,0.522681
PS_01,polystyrene,523.0000,0.531156
PS_01,polystyrene,524.0000,0.539880
PS_01,polystyrene,525.0000,0.548864
PS_01,polystyrene,526.0000,0.558119
PS_01,polystyrene,527.0000,0.567656
PS_01,polystyrene,528.0000,0.577488
PS_01,polystyrene,529.0000,0.587627
PS_01,polystyrene,530.0000,0.598087
PS_01,polystyrene,531.0000,0.608882
PS_01,polystyrene,532.0000,0.620026
PS_01,polystyrene,533.0000,0.631537
PS_01,polystyrene,534.0000,0.643430
PS_01,polystyrene,535.0000,0.655724
PS_01,polystyrene,536.0000,0.668437
PS_01,polystyrene,537.0000,0.681590
PS_01,polystyrene,538.0000,0.695203
PS_01,polystyrene,539.0000,0.709299
PS_01,polystyrene,540.0000,0.723902
PS_01,polystyrene,541.0000,0.739038
PS_01,polystyrene,542.0000,0.754733
PS_01,polystyrene,543.0000,0.771017
PS_01,polystyrene,544.0000,0.787920
PS_01,polystyrene,545.0000,0.805474
PS_01,polystyrene,546.0000,0.823715
PS_01,polystyrene,547.0000,0.842681
PS_01,polystyrene,548.0000,0.862410
PS_01,polystyrene,549.0000,0.882946
PS_01,polystyrene,550.0000,0.904334
PS_01,polystyrene,551.0000,0.926624
PS_01,polystyrene,552.0000,0.949868
PS_01,polystyrene,553.0000,0.974123
PS_01,polystyrene,554.0000,0.999450
PS_01,polystyrene,555.0000,1.025914
PS_01,polystyrene,556.0000,1.053586
PS_01,polystyrene,557.0000,1.082541
PS_01,polystyrene,558.0000,1.112864
PS_01,polystyrene,559.0000,1.144641
PS_01,polystyrene,560.0000,1.177971
PS_01,polystyrene,561.0000,1.212957
PS_01,polystyrene,562.0000,1.249713
PS_01,polystyrene,563.0000,1.288362
PS_01,polystyrene,564.0000,1.329040
PS_01,polystyrene,565.0000,1.371892
PS_01,polystyrene,566.0000,1.417079
PS_01,polystyrene,567.0000,1.464776
PS_01,polystyrene,568.0000,1.515175
PS_01,polystyrene,569.0000,1.568487
PS_01,polystyrene,570.0000,1.624942
PS_01,polystyrene,571.0000,1.684797
PS_01,polystyrene,572.0000,1.748332
PS_01,polystyrene,573.0000,1.815858
PS_01,polystyrene,574.0000,1.887721
PS_01,polystyrene,575.0000,1.964302
PS_01,polystyrene,576.0000,2.046027
PS_01,polystyrene,577.0000,2.133371
PS_01,polystyrene,578.0000,2.226864
PS_01,polystyrene,579.0000,2.327100
PS_01,polystyrene,580.0000,2.434748
PS_01,polystyrene,581.0000,2.550560
PS_01,polystyrene,582.0000,2.675385
PS_01,polystyrene,583.0000,2.810186
PS_01,polystyrene,584.0000,2.956058
PS_01,polystyrene,585.0000,3.114249
PS_01,polystyrene,586.0000,3.286186
PS_01,polystyrene,587.0000,3.473509
PS_01,polystyrene,588.0000,3.678108
PS_01,polystyrene,589.0000,3.902171
PS_01,polystyrene,590.0000,4.148240
PS_01,polystyrene,591.0000,4.419283
PS_01,polystyrene,592.0000,4.718781
PS_01,polystyrene,593.0000,5.050837
PS_01,polystyrene,594.0000,5.420314
PS_01,polystyrene,595.0000,5.833006
PS_01,polystyrene,596.0000,6.295861
PS_01,polystyrene,597.0000,6.817258
PS_01,polystyrene,598.0000,7.407375
PS_01,polystyrene,599.0000,8.078665
PS_01,polystyrene,600.0000,8.846476
PS_01,polystyrene,601.0000,9.729881
PS_01,polystyrene,602.0000,10.752791
PS_01,polystyrene,603.0000,11.945456
PS_01,polystyrene,604.0000,13.346521
PS_01,polystyrene,605.0000,15.005864
PS_01,polystyrene,606.0000,16.988557
PS_01,polystyrene,607.0000,19.380429
PS_01,polystyrene,608.0000,22.295942
PS_01,polystyrene,609.0000,25.889350
PS_01,polystyrene,610.0000,30.370407
PS_01,polystyrene,611.0000,36.025971
PS_01,polystyrene,612.0000,43.248000
PS_01,polystyrene,613.0000,52.564535
PS_01,polystyrene,614.0000,64.657588
PS_01,polystyrene,615.0000,80.316897
PS_01,polystyrene,616.0000,100.197376
PS_01,polystyrene,617.0000,124.117796
PS_01,polystyrene,618.0000,149.658644
PS_01,polystyrene,619.0000,170.752733
PS_01,polystyrene,620.0000,179.174178
PS_01,polystyrene,621.0000,170.756623
PS_01,polystyrene,622.0000,149.666425
PS_01,polystyrene,623.0000,124.129470
PS_01,polystyrene,624.0000,100.212947
PS_01,polystyrene,625.0000,80.336370
PS_01,polystyrene,626.0000,64.680967
PS_01,polystyrene,627.0000,52.591828
PS_01,polystyrene,628.0000,43.279214
PS_01,polystyrene,629.0000,36.061115
PS_01,polystyrene,630.0000,30.409493
PS_01,polystyrene,631.0000,25.932388
PS_01,polystyrene,632.0000,22.342945
PS_01,polystyrene,633.0000,19.431410
PS_01,polystyrene,634.0000,17.043532
PS_01,polystyrene,635.0000,15.064849
PS_01,polystyrene,636.0000,13.409533
PS_01,polystyrene,637.0000,12.012514
PS_01,polystyrene,638.0000,10.823914
PS_01,polystyrene,639.0000,9.805091
PS_01,polystyrene,640.0000,8.925796
PS_01,polystyrene,641.0000,8.162119
PS_01,polystyrene,642.0000,7.494988
PS_01,polystyrene,643.0000,6.909055
PS_01,polystyrene,644.0000,6.391872
PS_01,polystyrene,645.0000,5.933260
PS_01,polystyrene,646.0000,5.524841
PS_01,polystyrene,647.0000,5.159671
PS_01,polystyrene,648.0000,4.831955
PS_01,polystyrene,649.0000,4.536832
PS_01,polystyrene,650.0000,4.270202
PS_01,polystyrene,651.0000,4.028585
PS_01,polystyrene,652.0000,3.809013
PS_01,polystyrene,653.0000,3.608948
PS_01,polystyrene,654.0000,3.426202
PS_01,polystyrene,655.0000,3.258889
PS_01,polystyrene,656.0000,3.105369
PS_01,polystyrene,657.0000,2.964217
PS_01,polystyrene,658.0000,2.834188
PS_01,polystyrene,659.0000,2.714188
PS_01,polystyrene,660.0000,2.603257
PS_01,polystyrene,661.0000,2.500547
PS_01,polystyrene,662.0000,2.405309
PS_01,polystyrene,663.0000,2.316876
PS_01,polystyrene,664.0000,2.234658
PS_01,polystyrene,665.0000,2.158124
PS_01,polystyrene,666.0000,2.086805
PS_01,polystyrene,667.0000,2.020276
PS_01,polystyrene,668.0000,1.958157
PS_01,polystyrene,669.0000,1.900108
PS_01,polystyrene,670.0000,1.845820
PS_01,polystyrene,671.0000,1.795013
PS_01,polystyrene,672.0000,1.747438
PS_01,polystyrene,673.0000,1.702864
PS_01,polystyrene,674.0000,1.661086
PS_01,polystyrene,675.0000,1.621913
PS_01,polystyrene,676.0000,1.585176
PS_01,polystyrene,677.0000,1.550717
PS_01,polystyrene,678.0000,1.518394
PS_01,polystyrene,679.0000,1.488076
PS_01,polystyrene,680.0000,1.459644
PS_01,polystyrene,681.0000,1.432988
PS_01,polystyrene,682.0000,1.408009
PS_01,polystyrene,683.0000,1.384615
PS_01,polystyrene,684.0000,1.362722
PS_01,polystyrene,685.0000,1.342252
PS_01,polystyrene,686.0000,1.323135
PS_01,polystyrene,687.0000,1.305306
PS_01,polystyrene,688.0000,1.288704
PS_01,polystyrene,689.0000,1.273276
PS_01,polystyrene,690.0000,1.258971
PS_01,polystyrene,691.0000,1.245743
PS_01,polystyrene,692.0000,1.233550
PS_01,polystyrene,693.0000,1.222354
PS_01,polystyrene,694.0000,1.212119
PS_01,polystyrene,695.0000,1.202814
PS_01,polystyrene,696.0000,1.194410
PS_01,polystyrene,697.0000,1.186880
PS_01,polystyrene,698.0000,1.180202
PS_01,polystyrene,699.0000,1.174354
PS_01,polystyrene,700.0000,1.169318
PS_01,polystyrene,701.0000,1.165077
PS_01,polystyrene,702.0000,1.161619
PS_01,polystyrene,703.0000,1.158929
PS_01,polystyrene,704.0000,1.157000
PS_01,polystyrene,705.0000,1.155823
PS_01,polystyrene,706.0000,1.155391
PS_01,polystyrene,707.0000,1.155702
PS_01,polystyrene,708.0000,1.156753
PS_01,polystyrene,709.0000,1.158543
PS_01,polystyrene,710.0000,1.161074
PS_01,polystyrene,711.0000,1.164350
PS_01,polystyrene,712.0000,1.168377
PS_01,polystyrene,713.0000,1.173161
PS_01,polystyrene,714.0000,1.178712
PS_01,polystyrene,715.0000,1.185042
PS_01,polystyrene,716.0000,1.192163
PS_01,polystyrene,717.0000,1.200092
PS_01,polystyrene,718.0000,1.208846
PS_01,polystyrene,719.0000,1.218446
PS_01,polystyrene,720.0000,1.228914
PS_01,polystyrene,721.0000,1.240276
PS_01,polystyrene,722.0000,1.252559
PS_01,polystyrene,723.0000,1.265795
PS_01,polystyrene,724.0000,1.280017
PS_01,polystyrene,725.0000,1.295264
PS_01,polystyrene,726.0000,1.311575
PS_01,polystyrene,727.0000,1.328995
PS_01,polystyrene,728.0000,1.347574
PS_01,polystyrene,729.0000,1.367364
PS_01,polystyrene,730.0000,1.388423
PS_01,polystyrene,731.0000,1.410815
PS_01,polystyrene,732.0000,1.434608
PS_01,polystyrene,733.0000,1.459876
PS_01,polystyrene,734.0000,1.486702
PS_01,polystyrene,735.0000,1.515175
PS_01,polystyrene,736.0000,1.545390
PS_01,polystyrene,737.0000,1.577454
PS_01,polystyrene,738.0000,1.611483
PS_01,polystyrene,739.0000,1.647601
PS_01,polystyrene,740.0000,1.685946
PS_01,polystyrene,741.0000,1.726670
PS_01,polystyrene,742.0000,1.769938
PS_01,polystyrene,743.0000,1.815930
PS_01,polystyrene,744.0000,1.864846
PS_01,polystyrene,745.0000,1.916905
PS_01,polystyrene,746.0000,1.972349
PS_01,polystyrene,747.0000,2.031444
PS_01,polystyrene,748.0000,2.094485
PS_01,polystyrene,749.0000,2.161797
PS_01,polystyrene,750.0000,2.233743
PS_01,polystyrene,751.0000,2.310726
PS_01,polystyrene,752.0000,2.393193
PS_01,polystyrene,753.0000,2.481646
PS_01,polystyrene,754.0000,2.576644
PS_01,polystyrene,755.0000,2.678817
PS_01,polystyrene,756.0000,2.788870
PS_01,polystyrene,757.0000,2.907600
PS_01,polystyrene,758.0000,3.035908
PS_01,polystyrene,759.0000,3.174814
PS_01,polystyrene,760.0000,3.325480
PS_01,polystyrene,761.0000,3.489229
PS_01,polystyrene,762.0000,3.667578
PS_01,polystyrene,763.0000,3.862265
PS_01,polystyrene,764.0000,4.075299
PS_01,polystyrene,765.0000,4.308997
PS_01,polystyrene,766.0000,4.566057
PS_01,polystyrene,767.0000,4.849621
PS_01,polystyrene,768.0000,5.163373
PS_01,polystyrene,769.0000,5.511646
PS_01,polystyrene,770.0000,5.899567
PS_01,polystyrene,771.0000,6.333226
PS_01,polystyrene,772.0000,6.819903
PS_01,polystyrene,773.0000,7.368341
PS_01,polystyrene,774.0000,7.989107
PS_01,polystyrene,775.0000,8.695043
PS_01,polystyrene,776.0000,9.501852
PS_01,polystyrene,777.0000,10.428860
PS_01,polystyrene,778.0000,11.499994
PS_01,polystyrene,779.0000,12.745061
PS_01,polystyrene,780.0000,14.201404
PS_01,polystyrene,781.0000,15.916047
PS_01,polystyrene,782.0000,17.948425
PS_01,polystyrene,783.0000,20.373775
PS_01,polystyrene,784.0000,23.287141
PS_01,polystyrene,785.0000,26.807605
PS_01,polystyrene,786.0000,31.081554
PS_01,polystyrene,787.0000,36.282074
PS_01,polystyrene,788.0000,42.598064
PS_01,polystyrene,789.0000,50.200432
PS_01,polystyrene,790.0000,59.163943
PS_01,polystyrene,791.0000,69.318278
PS_01,polystyrene,792.0000,80.024186
PS_01,polystyrene,793.0000,89.965567
PS_01,polystyrene,794.0000,97.220606
PS_01,polystyrene,795.0000,99.908819
PS_01,polystyrene,796.0000,97.224284
PS_01,polystyrene,797.0000,89.972924
PS_01,polystyrene,798.0000,80.035223
PS_01,polystyrene,799.0000,69.332996
PS_01,polystyrene,800.0000,59.182345
PS_01,polystyrene,801.0000,50.222519
PS_01,polystyrene,802.0000,42.623839
PS_01,polystyrene,803.0000,36.311542
PS_01,polystyrene,804.0000,31.114718
PS_01,polystyrene,805.0000,26.844469
PS_01,polystyrene,806.0000,23.327710
PS_01,polystyrene,807.0000,20.418054
PS_01,polystyrene,808.0000,17.996420
PS_01,polystyrene,809.0000,15.967764
PS_01,polystyrene,810.0000,14.256850
PS_01,polystyrene,811.0000,12.804243
PS_01,polystyrene,812.0000,11.562920
PS_01,polystyrene,813.0000,10.495538
PS_01,polystyrene,814.0000,9.572291
PS_01,polystyrene,815.0000,8.769251
PS_01,polystyrene,816.0000,8.067095
PS_01,polystyrene,817.0000,7.450119
PS_01,polystyrene,818.0000,6.905480
PS_01,polystyrene,819.0000,6.422615
PS_01,polystyrene,820.0000,5.992778
PS_01,polystyrene,821.0000,5.608692
PS_01,polystyrene,822.0000,5.264265
PS_01,polystyrene,823.0000,4.954373
PS_01,polystyrene,824.0000,4.674682
PS_01,polystyrene,825.0000,4.421509
PS_01,polystyrene,826.0000,4.191712
PS_01,polystyrene,827.0000,3.982594
PS_01,polystyrene,828.0000,3.791837
PS_01,polystyrene,829.0000,3.617435
PS_01,polystyrene,830.0000,3.457648
PS_01,polystyrene,831.0000,3.310961
PS_01,polystyrene,832.0000,3.176050
PS_01,polystyrene,833.0000,3.051755
PS_01,polystyrene,834.0000,2.937055
PS_01,polystyrene,835.0000,2.831050
PS_01,polystyrene,836.0000,2.732945
PS_01,polystyrene,837.0000,2.642032
PS_01,polystyrene,838.0000,2.557684
PS_01,polystyrene,839.0000,2.479340
PS_01,polystyrene,840.0000,2.406502
PS_01,polystyrene,841.0000,2.338719
PS_01,polystyrene,842.0000,2.275591
PS_01,polystyrene,843.0000,2.216756
PS_01,polystyrene,844.0000,2.161887
PS_01,polystyrene,845.0000,2.110691
PS_01,polystyrene,846.0000,2.062900
PS_01,polystyrene,847.0000,2.018274
PS_01,polystyrene,848.0000,1.976594
PS_01,polystyrene,849.0000,1.937661
PS_01,polystyrene,850.0000,1.901293
PS_01,polystyrene,851.0000,1.867325
PS_01,polystyrene,852.0000,1.835608
PS_01,polystyrene,853.0000,1.806002
PS_01,polystyrene,854.0000,1.778382
PS_01,polystyrene,855.0000,1.752633
PS_01,polystyrene,856.0000,1.728649
PS_01,polystyrene,857.0000,1.706333
PS_01,polystyrene,858.0000,1.685596
PS_01,polystyrene,859.0000,1.666356
PS_01,polystyrene,860.0000,1.648537
PS_01,polystyrene,861.0000,1.632071
PS_01,polystyrene,862.0000,1.616894
PS_01,polystyrene,863.0000,1.602947
