x,y,raman_shift_cm-1,intensity
0.0,0.0,322.8739,364.3724
0.0,0.0,324.7312,752.3971
0.0,0.0,326.5885,886.969
0.0,0.0,328.4457,423.69
0.0,0.0,330.303,-215.8846
0.0,0.0,332.1603,454.4836
0.0,0.0,334.0176,523.2537
0.0,0.0,335.8749,44.3369
0.0,0.0,337.7322,77.9666
0.0,0.0,339.5894,655.4711
0.0,0.0,341.4467,-56.0958
0.0,0.0,343.304,453.9315
0.0,0.0,345.1613,-621.4551
0.0,0.0,347.0186,755.8382
0.0,0.0,348.8759,445.0521
0.0,0.0,350.7331,1484.7549
0.0,0.0,352.5904,-26.8208
0.0,0.0,354.4477,257.0895
0.0,0.0,356.305,698.9186
0.0,0.0,358.1623,-869.0525
0.0,0.0,360.0196,408.8341
0.0,0.0,361.8768,-122.8897
0.0,0.0,363.7341,24.5284
0.0,0.0,365.5914,-21.1283
0.0,0.0,367.4487,1073.8309
0.0,0.0,369.306,544.0721
0.0,0.0,371.1632,831.7681
0.0,0.0,373.0205,84.982
0.0,0.0,374.8778,253.0682
0.0,0.0,376.7351,105.3045
0.0,0.0,378.5924,280.6556
0.0,0.0,380.4497,312.4584
0.0,0.0,382.3069,651.8384
0.0,0.0,384.1642,300.1641
0.0,0.0,386.0215,1029.5078
0.0,0.0,387.8788,141.5759
0.0,0.0,389.7361,298.66
0.0,0.0,391.5934,-506.396
0.0,0.0,393.4506,704.9561
0.0,0.0,395.3079,899.4162
0.0,0.0,397.1652,685.7726
0.0,0.0,399.0225,1161.5997
0.0,0.0,400.8798,426.3561
0.0,0.0,402.737,1100.3104
0.0,0.0,404.5943,655.2148
0.0,0.0,406.4516,833.811
0.0,0.0,408.3089,-85.1703
0.0,0.0,410.1662,-172.1477
0.0,0.0,412.0235,-448.8756
0.0,0.0,413.8807,-52.7389
0.0,0.0,415.738,434.4967
0.0,0.0,417.5953,1213.3158
0.0,0.0,419.4526,10.8926
0.0,0.0,421.3099,448.1426
0.0,0.0,423.1672,1011.0023
0.0,0.0,425.0244,160.7564
0.0,0.0,426.8817,394.6632
0.0,0.0,428.739,397.9893
0.0,0.0,430.5963,917.4545
0.0,0.0,432.4536,400.18
0.0,0.0,434.3109,110.7467
0.0,0.0,436.1681,158.9654
0.0,0.0,438.0254,426.8386
0.0,0.0,439.8827,589.8455
0.0,0.0,441.74,614.9463
0.0,0.0,443.5973,884.1692
0.0,0.0,445.4545,23.5809
0.0,0.0,447.3118,581.1722
0.0,0.0,449.1691,501.9228
0.0,0.0,451.0264,783.4655
0.0,0.0,452.8837,227.2576
0.0,0.0,454.741,739.0064
0.0,0.0,456.5982,630.1222
0.0,0.0,458.4555,405.0068
0.0,0.0,460.3128,310.8694
0.0,0.0,462.1701,-406.884
0.0,0.0,464.0274,522.3774
0.0,0.0,465.8847,199.5206
0.0,0.0,467.7419,-37.6294
0.0,0.0,469.5992,941.5073
0.0,0.0,471.4565,233.3445
0.0,0.0,473.3138,-424.5798
0.0,0.0,475.1711,892.1921
0.0,0.0,477.0283,-391.2163
0.0,0.0,478.8856,471.668
0.0,0.0,480.7429,853.2328
0.0,0.0,482.6002,1102.3669
0.0,0.0,484.4575,225.2902
0.0,0.0,486.3148,412.8195
0.0,0.0,488.172,-242.2712
0.0,0.0,490.0293,96.8797
0.0,0.0,491.8866,245.8345
0.0,0.0,493.7439,669.6467
0.0,0.0,495.6012,957.5144
0.0,0.0,497.4585,348.4672
0.0,0.0,499.3157,297.7233
0.0,0.0,501.173,806.8028
0.0,0.0,503.0303,-181.0754
0.0,0.0,504.8876,498.5371
0.0,0.0,506.7449,764.7636
0.0,0.0,508.6022,576.2816
0.0,0.0,510.4594,22.6524
0.0,0.0,512.3167,109.694
0.0,0.0,514.174,444.5217
0.0,0.0,516.0313,-65.2865
0.0,0.0,517.8886,516.5512
0.0,0.0,519.7458,180.9802
0.0,0.0,521.6031,-279.7773
0.0,0.0,523.4604,120.8465
0.0,0.0,525.3177,659.1187
0.0,0.0,527.175,566.0527
0.0,0.0,529.0323,1057.8573
0.0,0.0,530.8895,733.6854
0.0,0.0,532.7468,-269.7242
0.0,0.0,534.6041,358.2993
0.0,0.0,536.4614,857.1013
0.0,0.0,538.3187,396.5347
0.0,0.0,540.176,-33.7047
0.0,0.0,542.0332,-40.6716
0.0,0.0,543.8905,503.1152
0.0,0.0,545.7478,234.5713
0.0,0.0,547.6051,705.4238
0.0,0.0,549.4624,115.2924
0.0,0.0,551.3196,-411.2151
0.0,0.0,553.1769,-346.3753
0.0,0.0,555.0342,1156.1877
0.0,0.0,556.8915,194.4354
0.0,0.0,558.7488,22.8695
0.0,0.0,560.6061,730.8602
0.0,0.0,562.4633,946.9397
0.0,0.0,564.3206,398.1503
0.0,0.0,566.1779,-368.1538
0.0,0.0,568.0352,114.8774
0.0,0.0,569.8925,732.0397
0.0,0.0,571.7498,1027.8522
0.0,0.0,573.607,200.4255
0.0,0.0,575.4643,421.6696
0.0,0.0,577.3216,104.5791
0.0,0.0,579.1789,1230.6489
0.0,0.0,581.0362,416.5452
0.0,0.0,582.8935,473.1587
0.0,0.0,584.7507,429.3658
0.0,0.0,586.608,396.9353
0.0,0.0,588.4653,804.4195
0.0,0.0,590.3226,143.6229
0.0,0.0,592.1799,53.8278
0.0,0.0,594.0371,1223.8312
0.0,0.0,595.8944,441.0799
0.0,0.0,597.7517,-55.7293
0.0,0.0,599.609,485.1445
0.0,0.0,601.4663,-81.9504
0.0,0.0,603.3236,756.2638
0.0,0.0,605.1808,1162.8551
0.0,0.0,607.0381,1222.4581
0.0,0.0,608.8954,824.8369
0.0,0.0,610.7527,1740.5648
0.0,0.0,612.61,2522.0498
0.0,0.0,614.4673,3953.879
0.0,0.0,616.3245,6597.0693
0.0,0.0,618.1818,8275.7028
0.0,0.0,620.0391,12351.4405
0.0,0.0,621.8964,12064.0316
0.0,0.0,623.7537,8828.2783
0.0,0.0,625.6109,5671.6845
0.0,0.0,627.4682,3728.1043
0.0,0.0,629.3255,2754.5153
0.0,0.0,631.1828,1429.743
0.0,0.0,633.0401,2056.1173
0.0,0.0,634.8974,1003.2328
0.0,0.0,636.7546,1798.2466
0.0,0.0,638.6119,656.1906
0.0,0.0,640.4692,752.1829
0.0,0.0,642.3265,528.4148
0.0,0.0,644.1838,748.6289
0.0,0.0,646.0411,768.1543
0.0,0.0,647.8983,731.2137
0.0,0.0,649.7556,630.6833
0.0,0.0,651.6129,-145.9364
0.0,0.0,653.4702,-250.9364
0.0,0.0,655.3275,644.493
0.0,0.0,657.1848,766.8958
0.0,0.0,659.042,803.1344
0.0,0.0,660.8993,1025.2548
0.0,0.0,662.7566,423.1943
0.0,0.0,664.6139,319.2044
0.0,0.0,666.4712,89.1095
0.0,0.0,668.3284,335.9868
0.0,0.0,670.1857,-10.1445
0.0,0.0,672.043,273.4711
0.0,0.0,673.9003,520.3552
0.0,0.0,675.7576,-358.5266
0.0,0.0,677.6149,734.7827
0.0,0.0,679.4721,224.5864
0.0,0.0,681.3294,367.5024
0.0,0.0,683.1867,-4.7292
0.0,0.0,685.044,297.5206
0.0,0.0,686.9013,918.8927
0.0,0.0,688.7586,318.9047
0.0,0.0,690.6158,426.8329
0.0,0.0,692.4731,-160.2526
0.0,0.0,694.3304,265.0115
0.0,0.0,696.1877,691.1225
0.0,0.0,698.045,436.7206
0.0,0.0,699.9022,972.6814
0.0,0.0,701.7595,462.9236
0.0,0.0,703.6168,921.2978
0.0,0.0,705.4741,230.0017
0.0,0.0,707.3314,182.2125
0.0,0.0,709.1887,57.5602
0.0,0.0,711.0459,920.9048
0.0,0.0,712.9032,140.0846
0.0,0.0,714.7605,207.3177
0.0,0.0,716.6178,837.004
0.0,0.0,718.4751,127.7824
0.0,0.0,720.3324,1028.4758
0.0,0.0,722.1896,486.6185
0.0,0.0,724.0469,619.0914
0.0,0.0,725.9042,-193.0516
0.0,0.0,727.7615,1232.3158
0.0,0.0,729.6188,662.6285
0.0,0.0,731.4761,678.9662
0.0,0.0,733.3333,324.3261
0.0,0.0,735.1906,723.0033
0.0,0.0,737.0479,608.3331
0.0,0.0,738.9052,687.4985
0.0,0.0,740.7625,353.5984
0.0,0.0,742.6197,127.7995
0.0,0.0,744.477,-20.7436
0.0,0.0,746.3343,483.748
0.0,0.0,748.1916,90.6782
0.0,0.0,750.0489,515.5326
0.0,0.0,751.9062,864.9412
0.0,0.0,753.7634,310.2126
0.0,0.0,755.6207,772.3886
0.0,0.0,757.478,1130.2691
0.0,0.0,759.3353,720.5312
0.0,0.0,761.1926,436.8252
0.0,0.0,763.0499,212.7745
0.0,0.0,764.9071,1146.1464
0.0,0.0,766.7644,625.2361
0.0,0.0,768.6217,171.8817
0.0,0.0,770.479,201.6493
0.0,0.0,772.3363,77.7266
0.0,0.0,774.1935,662.2593
0.0,0.0,776.0508,1269.0916
0.0,0.0,777.9081,-253.812
0.0,0.0,779.7654,1350.4002
0.0,0.0,781.6227,1250.5191
0.0,0.0,783.48,1183.3923
0.0,0.0,785.3372,1520.4748
0.0,0.0,787.1945,2346.9793
0.0,0.0,789.0518,2141.743
0.0,0.0,790.9091,3001.2444
0.0,0.0,792.7664,4760.4082
0.0,0.0,794.6237,6339.7148
0.0,0.0,796.4809,6892.5984
0.0,0.0,798.3382,5092.2437
0.0,0.0,800.1955,4059.0034
0.0,0.0,802.0528,2820.2473
0.0,0.0,803.9101,3089.0646
0.0,0.0,805.7674,1296.3728
0.0,0.0,807.6246,1140.1653
0.0,0.0,809.4819,1149.0376
0.0,0.0,811.3392,429.1577
0.0,0.0,813.1965,1086.2041
0.0,0.0,815.0538,861.5263
0.0,0.0,816.911,676.0498
0.0,0.0,818.7683,-402.8353
0.0,0.0,820.6256,781.1584
0.0,0.0,822.4829,1244.6008
0.0,0.0,824.3402,603.7201
0.0,0.0,826.1975,268.3844
0.0,0.0,828.0547,-276.4476
0.0,0.0,829.912,-101.5839
0.0,0.0,831.7693,710.1466
0.0,0.0,833.6266,230.0037
0.0,0.0,835.4839,684.8544
0.0,0.0,837.3412,776.0913
0.0,0.0,839.1984,384.1792
0.0,0.0,841.0557,372.5853
0.0,0.0,842.913,455.1648
0.0,0.0,844.7703,-114.8261
0.0,0.0,846.6276,720.7605
0.0,0.0,848.4848,355.1424
0.0,0.0,850.3421,581.9952
0.0,0.0,852.1994,511.0834
0.0,0.0,854.0567,726.6203
0.0,0.0,855.914,716.07
0.0,0.0,857.7713,181.4917
0.0,0.0,859.6285,494.521
0.0,0.0,861.4858,851.508
0.0,0.0,863.3431,478.1355
0.0,0.0,865.2004,1068.3975
0.0,0.0,867.0577,307.8003
0.0,0.0,868.915,150.8953
0.0,0.0,870.7722,635.0671
0.0,0.0,872.6295,391.8866
0.0,0.0,874.4868,477.6676
0.0,0.0,876.3441,43.3175
0.0,0.0,878.2014,544.2732
0.0,0.0,880.0587,-456.2326
0.0,0.0,881.9159,556.4354
0.0,0.0,883.7732,120.5425
0.0,0.0,885.6305,206.9884
0.0,0.0,887.4878,933.5335
0.0,0.0,889.3451,650.7298
0.0,0.0,891.2023,-39.4496
0.0,0.0,893.0596,-66.1532
0.0,0.0,894.9169,1072.9539
0.0,0.0,896.7742,-115.2057
0.0,0.0,898.6315,900.472
0.0,0.0,900.4888,767.5125
0.0,0.0,902.346,323.6342
0.0,0.0,904.2033,780.7014
0.0,0.0,906.0606,811.2616
0.0,0.0,907.9179,1151.2066
0.0,0.0,909.7752,143.9743
0.0,0.0,911.6325,-168.88
0.0,0.0,913.4897,559.4259
0.0,0.0,915.347,-231.4208
0.0,0.0,917.2043,381.7886
0.0,0.0,919.0616,793.4383
0.0,0.0,920.9189,573.3359
0.0,0.0,922.7761,88.9639
0.0,0.0,924.6334,959.4281
0.0,0.0,926.4907,885.827
0.0,0.0,928.348,387.7781
0.0,0.0,930.2053,646.6418
0.0,0.0,932.0626,-411.8834
0.0,0.0,933.9198,-23.2614
0.0,0.0,935.7771,631.355
0.0,0.0,937.6344,207.4388
0.0,0.0,939.4917,527.4994
0.0,0.0,941.349,-436.7046
0.0,0.0,943.2063,771.3609
0.0,0.0,945.0635,-21.9036
0.0,0.0,946.9208,833.568
0.0,0.0,948.7781,1313.5729
0.0,0.0,950.6354,1242.7982
0.0,0.0,952.4927,325.0789
0.0,0.0,954.35,-129.4296
0.0,0.0,956.2072,291.0215
0.0,0.0,958.0645,691.4136
0.0,0.0,959.9218,972.9805
0.0,0.0,961.7791,415.7217
0.0,0.0,963.6364,1231.6035
0.0,0.0,965.4936,878.7885
0.0,0.0,967.3509,670.2684
0.0,0.0,969.2082,592.8047
0.0,0.0,971.0655,869.8658
0.0,0.0,972.9228,536.9183
0.0,0.0,974.7801,574.0464
0.0,0.0,976.6373,887.4508
0.0,0.0,978.4946,1591.0535
0.0,0.0,980.3519,1130.0014
0.0,0.0,982.2092,1636.8736
0.0,0.0,984.0665,975.2647
0.0,0.0,985.9238,2087.6552
0.0,0.0,987.781,2403.2401
0.0,0.0,989.6383,2969.3357
0.0,0.0,991.4956,3913.0404
0.0,0.0,993.3529,5272.3141
0.0,0.0,995.2102,9062.2882
0.0,0.0,997.0674,13769.544
0.0,0.0,998.9247,25314.253
0.0,0.0,1000.782,40321.7296
0.0,0.0,1002.6393,36265.0398
0.0,0.0,1004.4966,20273.749
0.0,0.0,1006.3539,11940.62
0.0,0.0,1008.2111,7298.3374
0.0,0.0,1010.0684,4720.6575
0.0,0.0,1011.9257,3997.1263
0.0,0.0,1013.783,3423.6659
0.0,0.0,1015.6403,3194.5669
0.0,0.0,1017.4976,3242.4347
0.0,0.0,1019.3548,3460.5247
0.0,0.0,1021.2121,3435.3693
0.0,0.0,1023.0694,5152.7088
0.0,0.0,1024.9267,5951.3773
0.0,0.0,1026.784,8619.1386
0.0,0.0,1028.6413,14342.7524
0.0,0.0,1030.4985,22152.2843
0.0,0.0,1032.3558,25083.9382
0.0,0.0,1034.2131,18037.2345
0.0,0.0,1036.0704,11100.9631
0.0,0.0,1037.9277,6676.9318
0.0,0.0,1039.7849,4116.9619
0.0,0.0,1041.6422,3462.1682
0.0,0.0,1043.4995,2816.2048
0.0,0.0,1045.3568,3120.4255
0.0,0.0,1047.2141,1306.7122
0.0,0.0,1049.0714,1154.1379
0.0,0.0,1050.9286,719.3963
0.0,0.0,1052.7859,1098.461
0.0,0.0,1054.6432,1392.0187
0.0,0.0,1056.5005,1177.8165
0.0,0.0,1058.3578,723.9401
0.0,0.0,1060.2151,512.5416
0.0,0.0,1062.0723,770.1728
0.0,0.0,1063.9296,1431.851
0.0,0.0,1065.7869,1399.767
0.0,0.0,1067.6442,380.7522
0.0,0.0,1069.5015,120.7586
0.0,0.0,1071.3587,1276.6771
0.0,0.0,1073.216,162.1538
0.0,0.0,1075.0733,1382.234
0.0,0.0,1076.9306,737.1691
0.0,0.0,1078.7879,520.2123
0.0,0.0,1080.6452,614.7267
0.0,0.0,1082.5024,518.1208
0.0,0.0,1084.3597,839.9557
0.0,0.0,1086.217,-54.4573
0.0,0.0,1088.0743,230.7724
0.0,0.0,1089.9316,840.3357
0.0,0.0,1091.7889,757.3912
0.0,0.0,1093.6461,940.3036
0.0,0.0,1095.5034,-73.7529
0.0,0.0,1097.3607,243.8405
0.0,0.0,1099.218,586.5371
0.0,0.0,1101.0753,339.7225
0.0,0.0,1102.9326,49.7581
0.0,0.0,1104.7898,556.9802
0.0,0.0,1106.6471,225.9491
0.0,0.0,1108.5044,466.8408
0.0,0.0,1110.3617,716.1161
0.0,0.0,1112.219,-661.2961
0.0,0.0,1114.0762,584.555
0.0,0.0,1115.9335,577.1415
0.0,0.0,1117.7908,639.8531
0.0,0.0,1119.6481,835.332
0.0,0.0,1121.5054,200.6424
0.0,0.0,1123.3627,1252.5273
0.0,0.0,1125.2199,432.2593
0.0,0.0,1127.0772,1221.13
0.0,0.0,1128.9345,590.7242
0.0,0.0,1130.7918,362.2068
0.0,0.0,1132.6491,1444.4431
0.0,0.0,1134.5064,1480.4012
0.0,0.0,1136.3636,459.2025
0.0,0.0,1138.2209,1587.146
0.0,0.0,1140.0782,586.5834
0.0,0.0,1141.9355,1284.2996
0.0,0.0,1143.7928,1076.5418
0.0,0.0,1145.65,2442.9071
0.0,0.0,1147.5073,3031.1678
0.0,0.0,1149.3646,4450.8135
0.0,0.0,1151.2219,6085.1435
0.0,0.0,1153.0792,8535.1805
0.0,0.0,1154.9365,10470.7287
0.0,0.0,1156.7937,9577.4276
0.0,0.0,1158.651,6621.9495
0.0,0.0,1160.5083,4725.2358
0.0,0.0,1162.3656,3229.3643
0.0,0.0,1164.2229,2219.8039
0.0,0.0,1166.0802,1751.8147
0.0,0.0,1167.9374,1589.5524
0.0,0.0,1169.7947,1515.5304
0.0,0.0,1171.652,944.9315
0.0,0.0,1173.5093,835.2507
0.0,0.0,1175.3666,544.5349
0.0,0.0,1177.2239,977.2818
0.0,0.0,1179.0811,1266.4873
0.0,0.0,1180.9384,812.7254
0.0,0.0,1182.7957,623.9772
0.0,0.0,1184.653,787.4035
0.0,0.0,1186.5103,1218.809
0.0,0.0,1188.3675,-476.5297
0.0,0.0,1190.2248,-38.7215
0.0,0.0,1192.0821,64.6715
0.0,0.0,1193.9394,376.7984
0.0,0.0,1195.7967,157.1654
0.0,0.0,1197.654,878.3839
0.0,0.0,1199.5112,9.5097
0.0,0.0,1201.3685,296.6527
0.0,0.0,1203.2258,689.5298
0.0,0.0,1205.0831,701.3072
0.0,0.0,1206.9404,400.9496
0.0,0.0,1208.7977,553.5289
0.0,0.0,1210.6549,437.583
0.0,0.0,1212.5122,943.9513
0.0,0.0,1214.3695,55.4231
0.0,0.0,1216.2268,-290.3646
0.0,0.0,1218.0841,723.7921
0.0,0.0,1219.9413,-101.7503
0.0,0.0,1221.7986,561.8007
0.0,0.0,1223.6559,-315.0507
0.0,0.0,1225.5132,73.1393
0.0,0.0,1227.3705,228.9005
0.0,0.0,1229.2278,783.295
0.0,0.0,1231.085,1067.9209
0.0,0.0,1232.9423,-216.9751
0.0,0.0,1234.7996,523.6304
0.0,0.0,1236.6569,211.1189
0.0,0.0,1238.5142,491.9615
0.0,0.0,1240.3715,143.2846
0.0,0.0,1242.2287,55.3885
0.0,0.0,1244.086,133.9901
0.0,0.0,1245.9433,1083.6741
0.0,0.0,1247.8006,340.8334
0.0,0.0,1249.6579,460.7248
0.0,0.0,1251.5152,376.6737
0.0,0.0,1253.3724,52.7838
0.0,0.0,1255.2297,-288.2282
0.0,0.0,1257.087,-398.513
0.0,0.0,1258.9443,-361.7542
0.0,0.0,1260.8016,-33.3482
0.0,0.0,1262.6588,-108.8178
0.0,0.0,1264.5161,417.8517
0.0,0.0,1266.3734,359.4658
0.0,0.0,1268.2307,313.5867
0.0,0.0,1270.088,-110.2149
0.0,0.0,1271.9453,118.2339
0.0,0.0,1273.8025,-372.0383
0.0,0.0,1275.6598,-58.5547
0.0,0.0,1277.5171,484.7506
0.0,0.0,1279.3744,340.5678
0.0,0.0,1281.2317,412.5599
0.0,0.0,1283.089,291.6912
0.0,0.0,1284.9462,760.2175
0.0,0.0,1286.8035,41.5587
0.0,0.0,1288.6608,281.3754
0.0,0.0,1290.5181,83.2044
0.0,0.0,1292.3754,-119.9373
0.0,0.0,1294.2326,927.5469
0.0,0.0,1296.0899,3.2241
0.0,0.0,1297.9472,159.384
0.0,0.0,1299.8045,-219.4741
0.0,0.0,1301.6618,-256.1299
0.0,0.0,1303.5191,160.3829
0.0,0.0,1305.3763,1152.2478
0.0,0.0,1307.2336,633.1294
0.0,0.0,1309.0909,265.038
0.0,0.0,1310.9482,304.4626
0.0,0.0,1312.8055,914.4475
0.0,0.0,1314.6628,-21.2213
0.0,0.0,1316.52,509.1174
0.0,0.0,1318.3773,-46.9366
0.0,0.0,1320.2346,1008.1514
0.0,0.0,1322.0919,316.515
0.0,0.0,1323.9492,124.7979
0.0,0.0,1325.8065,1166.9559
0.0,0.0,1327.6637,22.7363
0.0,0.0,1329.521,464.5025
0.0,0.0,1331.3783,252.2873
0.0,0.0,1333.2356,395.0389
0.0,0.0,1335.0929,964.5732
0.0,0.0,1336.9501,587.3126
0.0,0.0,1338.8074,410.3813
0.0,0.0,1340.6647,105.5158
0.0,0.0,1342.522,56.5151
0.0,0.0,1344.3793,26.4544
0.0,0.0,1346.2366,297.2227
0.0,0.0,1348.0938,426.5974
0.0,0.0,1349.9511,387.0103
0.0,0.0,1351.8084,0.311
0.0,0.0,1353.6657,380.0461
0.0,0.0,1355.523,271.9786
0.0,0.0,1357.3803,895.0231
0.0,0.0,1359.2375,685.0558
0.0,0.0,1361.0948,-596.8427
0.0,0.0,1362.9521,1050.4104
0.0,0.0,1364.8094,12.3935
0.0,0.0,1366.6667,646.7703
0.0,0.0,1368.5239,254.6556
0.0,0.0,1370.3812,778.84
0.0,0.0,1372.2385,570.8972
0.0,0.0,1374.0958,665.1736
0.0,0.0,1375.9531,-114.7695
0.0,0.0,1377.8104,96.1738
0.0,0.0,1379.6676,598.2158
0.0,0.0,1381.5249,155.1295
0.0,0.0,1383.3822,461.8847
0.0,0.0,1385.2395,353.5047
0.0,0.0,1387.0968,381.5111
0.0,0.0,1388.9541,1155.5008
0.0,0.0,1390.8113,341.2787
0.0,0.0,1392.6686,277.792
0.0,0.0,1394.5259,346.0108
0.0,0.0,1396.3832,783.8387
0.0,0.0,1398.2405,1095.0339
0.0,0.0,1400.0978,1259.3313
0.0,0.0,1401.955,769.9895
0.0,0.0,1403.8123,528.3299
0.0,0.0,1405.6696,755.8309
0.0,0.0,1407.5269,-21.1996
0.0,0.0,1409.3842,478.1408
0.0,0.0,1411.2414,425.7232
0.0,0.0,1413.0987,432.3954
0.0,0.0,1414.956,1132.6733
0.0,0.0,1416.8133,826.0362
0.0,0.0,1418.6706,1230.5253
0.0,0.0,1420.5279,457.933
0.0,0.0,1422.3851,130.4056
0.0,0.0,1424.2424,920.6204
0.0,0.0,1426.0997,1153.2185
0.0,0.0,1427.957,1073.309
0.0,0.0,1429.8143,1328.6971
0.0,0.0,1431.6716,1178.6759
0.0,0.0,1433.5288,1629.7159
0.0,0.0,1435.3861,2010.3688
0.0,0.0,1437.2434,3213.085
0.0,0.0,1439.1007,3963.0935
0.0,0.0,1440.958,4480.7986
0.0,0.0,1442.8152,6112.004
0.0,0.0,1444.6725,8229.104
0.0,0.0,1446.5298,10772.7819
0.0,0.0,1448.3871,13035.5723
0.0,0.0,1450.2444,14705.023
0.0,0.0,1452.1017,12926.8852
0.0,0.0,1453.9589,11180.0689
0.0,0.0,1455.8162,8991.3802
0.0,0.0,1457.6735,6026.2127
0.0,0.0,1459.5308,4485.5761
0.0,0.0,1461.3881,3310.5497
0.0,0.0,1463.2454,3482.7189
0.0,0.0,1465.1026,2136.2466
0.0,0.0,1466.9599,1871.1024
0.0,0.0,1468.8172,2127.4641
0.0,0.0,1470.6745,1866.5496
0.0,0.0,1472.5318,1965.0765
0.0,0.0,1474.3891,1060.9668
0.0,0.0,1476.2463,1141.1463
0.0,0.0,1478.1036,1400.8737
0.0,0.0,1479.9609,1202.8942
0.0,0.0,1481.8182,602.8569
0.0,0.0,1483.6755,-27.0946
0.0,0.0,1485.5327,652.0785
0.0,0.0,1487.39,840.3904
0.0,0.0,1489.2473,527.0697
0.0,0.0,1491.1046,370.8245
0.0,0.0,1492.9619,122.436
0.0,0.0,1494.8192,1318.809
0.0,0.0,1496.6764,529.9852
