x,y,raman_shift_cm-1,intensity
37.800,25.200,764.0000,-10.786201
37.800,25.200,765.0000,5.633955
37.800,25.200,766.0000,7.560321
37.800,25.200,767.0000,-4.753792
37.800,25.200,768.0000,-5.621542
37.800,25.200,769.0000,6.990353
37.800,25.200,770.0000,-5.106334
37.800,25.200,771.0000,-14.008678
37.800,25.200,772.0000,1.189412
37.800,25.200,773.0000,0.718086
37.800,25.200,774.0000,-0.155957
37.800,25.200,775.0000,2.575305
37.800,25.200,776.0000,6.949208
37.800,25.200,777.0000,1.711663
37.800,25.200,778.0000,-8.490431
37.800,25.200,779.0000,7.594024
37.800,25.200,780.0000,16.311846
37.800,25.200,781.0000,3.031047
37.800,25.200,782.0000,6.141581
37.800,25.200,783.0000,3.156922
37.800,25.200,784.0000,-1.052827
37.800,25.200,785.0000,6.917250
37.800,25.200,786.0000,3.964098
37.800,25.200,787.0000,3.472159
37.800,25.200,788.0000,5.828279
37.800,25.200,789.0000,12.822438
37.800,25.200,790.0000,-0.189250
37.800,25.200,791.0000,-1.294638
37.800,25.200,792.0000,3.446976
37.800,25.200,793.0000,0.286012
37.800,25.200,794.0000,-3.532589
37.800,25.200,795.0000,10.015613
37.800,25.200,796.0000,10.425291
37.800,25.200,797.0000,-0.562967
37.800,25.200,798.0000,6.870479
37.800,25.200,799.0000,6.124970
37.800,25.200,800.0000,4.170850
37.800,25.200,801.0000,-8.122135
37.800,25.200,802.0000,-1.446531
37.800,25.200,803.0000,-0.067543
37.800,25.200,804.0000,-1.914348
37.800,25.200,805.0000,8.189021
37.800,25.200,806.0000,-0.967492
37.800,25.200,807.0000,-4.946552
37.800,25.200,808.0000,1.090827
37.800,25.200,809.0000,-2.062847
37.800,25.200,810.0000,-0.824440
37.800,25.200,811.0000,-4.748176
37.800,25.200,812.0000,-7.288639
37.800,25.200,813.0000,-2.917929
37.800,25.200,814.0000,-5.008491
37.800,25.200,815.0000,-4.724389
37.800,25.200,816.0000,5.866542
37.800,25.200,817.0000,-1.553552
37.800,25.200,818.0000,9.660205
37.800,25.200,819.0000,-3.758635
37.800,25.200,820.0000,3.677214
37.800,25.200,821.0000,0.877591
37.800,25.200,822.0000,-1.492830
37.800,25.200,823.0000,-7.547567
37.800,25.200,824.0000,-7.766078
37.800,25.200,825.0000,7.562091
37.800,25.200,826.0000,-0.940691
37.800,25.200,827.0000,5.424821
37.800,25.200,828.0000,-1.791589
37.800,25.200,829.0000,2.761956
37.800,25.200,830.0000,-3.764033
37.800,25.200,831.0000,5.427175
37.800,25.200,832.0000,-2.030853
37.800,25.200,833.0000,-2.449648
37.800,25.200,834.0000,2.134232
37.800,25.200,835.0000,-2.932381
37.800,25.200,836.0000,-1.366033
37.800,25.200,837.0000,-17.813415
37.800,25.200,838.0000,-14.899678
37.800,25.200,839.0000,-1.275710
37.800,25.200,840.0000,-0.405303
37.800,25.200,841.0000,-7.222695
37.800,25.200,842.0000,6.186886
37.800,25.200,843.0000,-3.634770
37.800,25.200,844.0000,-0.527321
37.800,25.200,845.0000,5.053709
37.800,25.200,846.0000,-7.087691
37.800,25.200,847.0000,6.951976
37.800,25.200,848.0000,-5.585669
37.800,25.200,849.0000,-0.945613
37.800,25.200,850.0000,1.305995
37.800,25.200,851.0000,-0.369721
37.800,25.200,852.0000,-1.203776
37.800,25.200,853.0000,7.561528
37.800,25.200,854.0000,0.234390
37.800,25.200,855.0000,9.780619
37.800,25.200,856.0000,11.918845
37.800,25.200,857.0000,-10.570821
37.800,25.200,858.0000,-1.307142
37.800,25.200,859.0000,-5.407761
37.800,25.200,860.0000,5.995102
37.800,25.200,861.0000,-5.623535
37.800,25.200,862.0000,-4.870376
37.800,25.200,863.0000,-2.008752
37.800,25.200,864.0000,11.726758
37.800,25.200,865.0000,13.425541
37.800,25.200,866.0000,-4.187889
37.800,25.200,867.0000,-14.456729
37.800,25.200,868.0000,-1.155398
37.800,25.200,869.0000,-0.343767
37.800,25.200,870.0000,-6.075425
37.800,25.200,871.0000,-0.896580
37.800,25.200,872.0000,-5.897137
37.800,25.200,873.0000,-0.003481
37.800,25.200,874.0000,-4.805748
37.800,25.200,875.0000,0.947439
37.800,25.200,876.0000,-10.308603
37.800,25.200,877.0000,-0.286619
37.800,25.200,878.0000,5.890963
37.800,25.200,879.0000,-2.337196
37.800,25.200,880.0000,15.223483
37.800,25.200,881.0000,8.549867
37.800,25.200,882.0000,3.000893
37.800,25.200,883.0000,11.140474
37.800,25.200,884.0000,-3.229876
37.800,25.200,885.0000,10.904021
37.800,25.200,886.0000,3.357230
37.800,25.200,887.0000,-6.050438
37.800,25.200,888.0000,8.963415
37.800,25.200,889.0000,-3.862189
37.800,25.200,890.0000,-0.679507
37.800,25.200,891.0000,12.067152
37.800,25.200,892.0000,8.226536
37.800,25.200,893.0000,-0.069828
37.800,25.200,894.0000,9.803681
37.800,25.200,895.0000,3.888193
37.800,25.200,896.0000,1.090000
37.800,25.200,897.0000,-8.627027
37.800,25.200,898.0000,3.490031
37.800,25.200,899.0000,-1.475657
37.800,25.200,900.0000,-1.700420
37.800,25.200,901.0000,-10.337338
37.800,25.200,902.0000,14.341880
37.800,25.200,903.0000,1.054627
37.800,25.200,904.0000,0.465656
37.800,25.200,905.0000,-2.832633
37.800,25.200,906.0000,2.218896
37.800,25.200,907.0000,-5.162843
37.800,25.200,908.0000,-4.766964
37.800,25.200,909.0000,-1.178233
37.800,25.200,910.0000,-0.815930
37.800,25.200,911.0000,-2.743237
37.800,25.200,912.0000,-6.041060
37.800,25.200,913.0000,4.791794
37.800,25.200,914.0000,1.801956
37.800,25.200,915.0000,-4.079501
37.800,25.200,916.0000,6.459516
37.800,25.200,917.0000,8.338333
37.800,25.200,918.0000,0.755933
37.800,25.200,919.0000,14.871869
37.800,25.200,920.0000,-4.691093
37.800,25.200,921.0000,-4.504149
37.800,25.200,922.0000,4.608561
37.800,25.200,923.0000,2.252007
37.800,25.200,924.0000,5.129706
37.800,25.200,925.0000,8.308605
37.800,25.200,926.0000,7.708391
37.800,25.200,927.0000,10.345963
37.800,25.200,928.0000,-0.262901
37.800,25.200,929.0000,-9.836915
37.800,25.200,930.0000,2.228949
37.800,25.200,931.0000,1.804790
37.800,25.200,932.0000,3.474056
37.800,25.200,933.0000,-3.619320
37.800,25.200,934.0000,3.836316
37.800,25.200,935.0000,-11.699333
37.800,25.200,936.0000,-2.245901
37.800,25.200,937.0000,0.895928
37.800,25.200,938.0000,7.328683
37.800,25.200,939.0000,-3.844183
37.800,25.200,940.0000,6.265287
37.800,25.200,941.0000,1.128903
37.800,25.200,942.0000,-9.610423
37.800,25.200,943.0000,3.166959
37.800,25.200,944.0000,-3.850063
37.800,25.200,945.0000,-1.487959
37.800,25.200,946.0000,5.330442
37.800,25.200,947.0000,2.569731
37.800,25.200,948.0000,-8.820359
37.800,25.200,949.0000,-0.298299
37.800,25.200,950.0000,-0.897448
37.800,25.200,951.0000,6.413036
37.800,25.200,952.0000,-5.708812
37.800,25.200,953.0000,7.426918
37.800,25.200,954.0000,-1.958557
