point_id,x_mm,y_mm,raman_shift_cm-1,intensity
P00,37.800,25.200,624.0000,301.739559
P00,37.800,25.200,628.0000,183.473432
P00,37.800,25.200,632.0000,116.549169
P00,37.800,25.200,636.0000,86.304051
P00,37.800,25.200,640.0000,75.375395
P00,37.800,25.200,644.0000,66.359427
P00,37.800,25.200,648.0000,67.975760
P00,37.800,25.200,652.0000,54.630858
P00,37.800,25.200,656.0000,62.340733
P00,37.800,25.200,660.0000,54.304924
P00,37.800,25.200,664.0000,55.874199
P00,37.800,25.200,668.0000,58.161441
P00,37.800,25.200,672.0000,48.197941
P00,37.800,25.200,676.0000,43.150180
P00,37.800,25.200,680.0000,48.502901
P00,37.800,25.200,684.0000,51.343542
P00,37.800,25.200,688.0000,50.095283
P00,37.800,25.200,692.0000,46.457721
P00,37.800,25.200,696.0000,45.861194
P00,37.800,25.200,700.0000,57.240350
P00,37.800,25.200,704.0000,48.027035
P00,37.800,25.200,708.0000,55.131966
P00,37.800,25.200,712.0000,45.546333
P00,37.800,25.200,716.0000,53.002629
P00,37.800,25.200,720.0000,57.621478
P00,37.800,25.200,724.0000,42.858414
P00,37.800,25.200,728.0000,45.993353
P00,37.800,25.200,732.0000,53.268480
P00,37.800,25.200,736.0000,45.190567
P00,37.800,25.200,740.0000,64.410291
P00,37.800,25.200,744.0000,52.645758
P00,37.800,25.200,748.0000,64.859570
P00,37.800,25.200,752.0000,54.763384
P00,37.800,25.200,756.0000,60.260083
P00,37.800,25.200,760.0000,55.435390
P00,37.800,25.200,764.0000,63.239674
P00,37.800,25.200,768.0000,54.093662
P00,37.800,25.200,772.0000,68.539300
P00,37.800,25.200,776.0000,57.614200
P00,37.800,25.200,780.0000,62.000297
P00,37.800,25.200,784.0000,49.513607
P00,37.800,25.200,788.0000,49.351427
P00,37.800,25.200,792.0000,61.325027
P00,37.800,25.200,796.0000,62.312106
P00,37.800,25.200,800.0000,63.700775
P00,37.800,25.200,804.0000,49.674049
P00,37.800,25.200,808.0000,55.524728
P00,37.800,25.200,812.0000,62.083196
P00,37.800,25.200,816.0000,54.577452
P00,37.800,25.200,820.0000,57.567322
P00,37.800,25.200,824.0000,68.101505
P00,37.800,25.200,828.0000,59.069881
P00,37.800,25.200,832.0000,66.934991
P00,37.800,25.200,836.0000,57.909581
P00,37.800,25.200,840.0000,71.116087
P00,37.800,25.200,844.0000,68.685637
P00,37.800,25.200,848.0000,61.737586
P00,37.800,25.200,852.0000,63.237932
P00,37.800,25.200,856.0000,58.703719
P00,37.800,25.200,860.0000,64.057155
P00,37.800,25.200,864.0000,71.693805
P00,37.800,25.200,868.0000,63.948176
P00,37.800,25.200,872.0000,71.665569
P00,37.800,25.200,876.0000,67.026266
P00,37.800,25.200,880.0000,69.122942
P00,37.800,25.200,884.0000,60.159775
P00,37.800,25.200,888.0000,64.944026
P00,37.800,25.200,892.0000,72.531681
P00,37.800,25.200,896.0000,68.416526
P00,37.800,25.200,900.0000,73.179022
P00,37.800,25.200,904.0000,58.005286
P00,37.800,25.200,908.0000,68.507745
P00,37.800,25.200,912.0000,69.737924
P00,37.800,25.200,916.0000,66.851111
P00,37.800,25.200,920.0000,77.482219
P00,37.800,25.200,924.0000,67.358235
P00,37.800,25.200,928.0000,75.089562
P00,37.800,25.200,932.0000,77.401240
P00,37.800,25.200,936.0000,86.957701
P00,37.800,25.200,940.0000,73.054768
P00,37.800,25.200,944.0000,86.188569
P00,37.800,25.200,948.0000,92.493036
P00,37.800,25.200,952.0000,74.681161
P00,37.800,25.200,956.0000,103.966302
P00,37.800,25.200,960.0000,98.766434
P00,37.800,25.200,964.0000,104.275439
P00,37.800,25.200,968.0000,114.856920
P00,37.800,25.200,972.0000,124.598675
P00,37.800,25.200,976.0000,132.370668
P00,37.800,25.200,980.0000,155.178293
P00,37.800,25.200,984.0000,174.810359
P00,37.800,25.200,988.0000,242.484925
P00,37.800,25.200,992.0000,365.666671
P00,37.800,25.200,996.0000,623.591947
P00,37.800,25.200,1000.0000,975.253881
P00,37.800,25.200,1004.0000,822.061243
P00,37.800,25.200,1008.0000,484.430672
P00,37.800,25.200,1012.0000,327.816209
P00,37.800,25.200,1016.0000,269.880166
P00,37.800,25.200,1020.0000,273.688299
P00,37.800,25.200,1024.0000,348.671060
P00,37.800,25.200,1028.0000,529.432452
P00,37.800,25.200,1032.0000,594.141862
P00,37.800,25.200,1036.0000,407.597707
P00,37.800,25.200,1040.0000,264.063072
P00,37.800,25.200,1044.0000,189.162905
P00,37.800,25.200,1048.0000,145.447868
P00,37.800,25.200,1052.0000,144.275260
P00,37.800,25.200,1056.0000,126.154229
P00,37.800,25.200,1060.0000,108.914590
P00,37.800,25.200,1064.0000,104.575272
P00,37.800,25.200,1068.0000,101.343586
P00,37.800,25.200,1072.0000,113.295474
P00,37.800,25.200,1076.0000,103.287687
P00,37.800,25.200,1080.0000,100.291034
P00,37.800,25.200,1084.0000,93.040721
P00,37.800,25.200,1088.0000,104.343813
P00,37.800,25.200,1092.0000,103.479220
P00,37.800,25.200,1096.0000,94.445903
P00,37.800,25.200,1100.0000,96.377117
P00,37.800,25.200,1104.0000,102.288376
P00,37.800,25.200,1108.0000,93.041032
P00,37.800,25.200,1112.0000,108.845764
P00,37.800,25.200,1116.0000,110.561671
P00,37.800,25.200,1120.0000,111.028204
P00,37.800,25.200,1124.0000,103.960524
P00,37.800,25.200,1128.0000,107.260803
P00,37.800,25.200,1132.0000,117.397586
P00,37.800,25.200,1136.0000,113.499723
P00,37.800,25.200,1140.0000,132.956628
P00,37.800,25.200,1144.0000,149.209486
P00,37.800,25.200,1148.0000,184.647276
P00,37.800,25.200,1152.0000,254.083356
P00,37.800,25.200,1156.0000,294.328408
P00,37.800,25.200,1160.0000,218.324367
P00,37.800,25.200,1164.0000,162.268222
P00,37.800,25.200,1168.0000,135.587994
P00,37.800,25.200,1172.0000,127.133090
P00,37.800,25.200,1176.0000,123.213251
P00,37.800,25.200,1180.0000,121.090662
P00,37.800,25.200,1184.0000,119.937996
P00,37.800,25.200,1188.0000,103.429603
P00,37.800,25.200,1192.0000,104.697461
P00,37.800,25.200,1196.0000,112.680084
P00,37.800,25.200,1200.0000,112.948571
P00,37.800,25.200,1204.0000,123.292576
P00,37.800,25.200,1208.0000,106.415553
P00,37.800,25.200,1212.0000,110.287810
P00,37.800,25.200,1216.0000,110.780530
P00,37.800,25.200,1220.0000,115.041088
P00,37.800,25.200,1224.0000,109.767650
P00,37.800,25.200,1228.0000,112.894684
P00,37.800,25.200,1232.0000,117.129157
P00,37.800,25.200,1236.0000,115.590254
P00,37.800,25.200,1240.0000,110.446764
P00,37.800,25.200,1244.0000,116.500643
P00,37.800,25.200,1248.0000,119.315379
P00,37.800,25.200,1252.0000,110.663993
P00,37.800,25.200,1256.0000,126.748463
P00,37.800,25.200,1260.0000,119.236246
P00,37.800,25.200,1264.0000,130.622748
P00,37.800,25.200,1268.0000,113.874204
P00,37.800,25.200,1272.0000,115.451278
P00,37.800,25.200,1276.0000,133.495738
P00,37.800,25.200,1280.0000,124.620118
P00,37.800,25.200,1284.0000,122.581971
P00,37.800,25.200,1288.0000,122.875690
P00,37.800,25.200,1292.0000,125.538646
P00,37.800,25.200,1296.0000,121.603349
P00,37.800,25.200,1300.0000,120.883023
P00,37.800,25.200,1304.0000,128.712570
P00,37.800,25.200,1308.0000,126.559671
P00,37.800,25.200,1312.0000,120.750543
P00,37.800,25.200,1316.0000,125.931670
P00,37.800,25.200,1320.0000,126.637964
P00,37.800,25.200,1324.0000,116.541240
P00,37.800,25.200,1328.0000,143.880445
P00,37.800,25.200,1332.0000,128.117944
P00,37.800,25.200,1336.0000,126.735182
P00,37.800,25.200,1340.0000,133.044358
P00,37.800,25.200,1344.0000,134.075719
P00,37.800,25.200,1348.0000,139.263312
P00,37.800,25.200,1352.0000,132.011185
P00,37.800,25.200,1356.0000,143.687225
P00,37.800,25.200,1360.0000,139.076071
P00,37.800,25.200,1364.0000,135.884869
P00,37.800,25.200,1368.0000,125.618652
P00,37.800,25.200,1372.0000,140.353789
P00,37.800,25.200,1376.0000,145.573995
P00,37.800,25.200,1380.0000,150.931673
P00,37.800,25.200,1384.0000,143.209009
P00,37.800,25.200,1388.0000,151.640847
P00,37.800,25.200,1392.0000,148.065147
P00,37.800,25.200,1396.0000,150.160051
P00,37.800,25.200,1400.0000,144.501733
P00,37.800,25.200,1404.0000,151.895881
P00,37.800,25.200,1408.0000,154.817333
P00,37.800,25.200,1412.0000,162.649440
P00,37.800,25.200,1416.0000,155.942451
P00,37.800,25.200,1420.0000,165.520903
P00,37.800,25.200,1424.0000,166.727297
P00,37.800,25.200,1428.0000,169.477570
P00,37.800,25.200,1432.0000,186.814945
P00,37.800,25.200,1436.0000,205.621234
P00,37.800,25.200,1440.0000,242.525386
P00,37.800,25.200,1444.0000,327.791859
P00,37.800,25.200,1448.0000,480.476004
P00,37.800,25.200,1452.0000,469.289725
P00,37.800,25.200,1456.0000,334.167571
P00,37.800,25.200,1460.0000,246.481994
P00,37.800,25.200,1464.0000,221.344648
P00,37.800,25.200,1468.0000,191.613304
P00,37.800,25.200,1472.0000,186.656250
P00,37.800,25.200,1476.0000,173.759096
P00,37.800,25.200,1480.0000,173.332802
P00,37.800,25.200,1484.0000,166.693228
P00,37.800,25.200,1488.0000,173.536395
P00,37.800,25.200,1492.0000,166.829205
P00,37.800,25.200,1496.0000,164.033368
P00,37.800,25.200,1500.0000,155.563154
P00,37.800,25.200,1504.0000,169.687122
P00,37.800,25.200,1508.0000,186.048307
P00,37.800,25.200,1512.0000,172.768112
P00,37.800,25.200,1516.0000,167.339881
P00,37.800,25.200,1520.0000,163.518719
P00,37.800,25.200,1524.0000,178.644544
P00,37.800,25.200,1528.0000,171.439281
P00,37.800,25.200,1532.0000,180.925786
P00,37.800,25.200,1536.0000,183.838336
P00,37.800,25.200,1540.0000,175.341108
P00,37.800,25.200,1544.0000,189.706409
P00,37.800,25.200,1548.0000,196.477186
P00,37.800,25.200,1552.0000,197.424340
P00,37.800,25.200,1556.0000,201.603132
P00,37.800,25.200,1560.0000,202.846642
P00,37.800,25.200,1564.0000,226.394919
P00,37.800,25.200,1568.0000,240.984616
P00,37.800,25.200,1572.0000,269.964211
P00,37.800,25.200,1576.0000,329.703686
P00,37.800,25.200,1580.0000,459.592016
P00,37.800,25.200,1584.0000,535.797077
P00,37.800,25.200,1588.0000,448.404294
P00,37.800,25.200,1592.0000,419.295172
P00,37.800,25.200,1596.0000,507.299930
P00,37.800,25.200,1600.0000,724.123314
P00,37.800,25.200,1604.0000,710.109882
P00,37.800,25.200,1608.0000,492.976709
P00,37.800,25.200,1612.0000,345.859032
P00,37.800,25.200,1616.0000,290.203840
P00,37.800,25.200,1620.0000,250.528179
P00,37.800,25.200,1624.0000,232.392651
P00,37.800,25.200,1628.0000,230.272913
P00,37.800,25.200,1632.0000,233.415178
P00,37.800,25.200,1636.0000,212.000942
P00,37.800,25.200,1640.0000,216.824055
P00,37.800,25.200,1644.0000,222.391450
P00,37.800,25.200,1648.0000,208.051042
P00,37.800,25.200,1652.0000,207.106516
P00,37.800,25.200,1656.0000,204.053531
P00,37.800,25.200,1660.0000,210.525725
P00,37.800,25.200,1664.0000,204.968591
P00,37.800,25.200,1668.0000,203.659372
P00,37.800,25.200,1672.0000,201.082070
P00,37.800,25.200,1676.0000,206.889554
P00,37.800,25.200,1680.0000,205.719820
P00,37.800,25.200,1684.0000,224.782501
P00,37.800,25.200,1688.0000,209.909966
P00,37.800,25.200,1692.0000,219.630683
P00,37.800,25.200,1696.0000,221.708020
P00,37.800,25.200,1700.0000,210.485733
P00,37.800,25.200,1704.0000,200.271510
P00,37.800,25.200,1708.0000,218.436767
P00,37.800,25.200,1712.0000,217.508309
P00,37.800,25.200,1716.0000,221.239280
P00,37.800,25.200,1720.0000,218.391226
P00,37.800,25.200,1724.0000,205.926005
P00,37.800,25.200,1728.0000,224.239212
P00,37.800,25.200,1732.0000,226.381013
P00,37.800,25.200,1736.0000,226.712938
P00,37.800,25.200,1740.0000,221.789027
P00,37.800,25.200,1744.0000,221.047238
P00,37.800,25.200,1748.0000,236.893170
P00,37.800,25.200,1752.0000,224.421714
P00,37.800,25.200,1756.0000,236.193824
P00,37.800,25.200,1760.0000,233.895089
P00,37.800,25.200,1764.0000,237.276654
P00,37.800,25.200,1768.0000,233.517338
P00,37.800,25.200,1772.0000,239.189650
P00,37.800,25.200,1776.0000,237.117190
P00,37.800,25.200,1780.0000,247.207775
P00,37.800,25.200,1784.0000,241.392487
P00,37.800,25.200,1788.0000,247.049347
P00,37.800,25.200,1792.0000,236.098762
P00,37.800,25.200,1796.0000,246.098572
P00,37.800,25.200,1800.0000,248.899990
P01,37.900,25.200,400.0000,41.658590
P01,37.900,25.200,404.0000,45.942182
P01,37.900,25.200,408.0000,37.742831
P01,37.900,25.200,412.0000,34.973027
P01,37.900,25.200,416.0000,39.202231
P01,37.900,25.200,420.0000,50.350729
P01,37.900,25.200,424.0000,33.716212
P01,37.900,25.200,428.0000,44.845032
P01,37.900,25.200,432.0000,54.472101
P01,37.900,25.200,436.0000,42.975653
P01,37.900,25.200,440.0000,42.740699
P01,37.900,25.200,444.0000,43.604278
P01,37.900,25.200,448.0000,33.308888
P01,37.900,25.200,452.0000,38.958118
P01,37.900,25.200,456.0000,46.053398
P01,37.900,25.200,460.0000,39.915613
P01,37.900,25.200,464.0000,38.032259
P01,37.900,25.200,468.0000,50.262080
P01,37.900,25.200,472.0000,42.355274
P01,37.900,25.200,476.0000,39.603907
P01,37.900,25.200,480.0000,51.098548
P01,37.900,25.200,484.0000,42.664355
P01,37.900,25.200,488.0000,35.119568
P01,37.900,25.200,492.0000,39.460437
P01,37.900,25.200,496.0000,43.724731
P01,37.900,25.200,500.0000,42.784023
P01,37.900,25.200,504.0000,43.812699
P01,37.900,25.200,508.0000,31.569631
P01,37.900,25.200,512.0000,50.881688
P01,37.900,25.200,516.0000,44.356928
P01,37.900,25.200,520.0000,39.313133
P01,37.900,25.200,524.0000,38.987964
P01,37.900,25.200,528.0000,40.733165
P01,37.900,25.200,532.0000,44.985743
P01,37.900,25.200,536.0000,56.128517
P01,37.900,25.200,540.0000,44.144692
P01,37.900,25.200,544.0000,53.520184
P01,37.900,25.200,548.0000,40.167196
P01,37.900,25.200,552.0000,38.368011
P01,37.900,25.200,556.0000,42.600439
P01,37.900,25.200,560.0000,59.355311
P01,37.900,25.200,564.0000,45.805372
P01,37.900,25.200,568.0000,52.954166
P01,37.900,25.200,572.0000,53.992664
P01,37.900,25.200,576.0000,57.765664
P01,37.900,25.200,580.0000,46.705991
P01,37.900,25.200,584.0000,62.501369
P01,37.900,25.200,588.0000,49.524733
P01,37.900,25.200,592.0000,65.171335
P01,37.900,25.200,596.0000,59.872556
P01,37.900,25.200,600.0000,77.108824
P01,37.900,25.200,604.0000,97.166460
P01,37.900,25.200,608.0000,128.727670
P01,37.900,25.200,612.0000,173.052453
P01,37.900,25.200,616.0000,323.308148
P01,37.900,25.200,620.0000,427.518293
P01,37.900,25.200,624.0000,322.780371
P01,37.900,25.200,628.0000,182.247152
P01,37.900,25.200,632.0000,112.490450
P01,37.900,25.200,636.0000,94.176887
P01,37.900,25.200,640.0000,79.477887
P01,37.900,25.200,644.0000,78.084298
P01,37.900,25.200,648.0000,54.585008
P01,37.900,25.200,652.0000,63.886796
P01,37.900,25.200,656.0000,55.640521
P01,37.900,25.200,660.0000,54.391780
P01,37.900,25.200,664.0000,55.868863
P01,37.900,25.200,668.0000,53.786421
P01,37.900,25.200,672.0000,55.322852
P01,37.900,25.200,676.0000,47.301216
P01,37.900,25.200,680.0000,46.957746
P01,37.900,25.200,684.0000,62.087588
P01,37.900,25.200,688.0000,65.202427
P01,37.900,25.200,692.0000,41.438848
P01,37.900,25.200,696.0000,48.627243
P01,37.900,25.200,700.0000,53.286419
P01,37.900,25.200,704.0000,50.151595
P01,37.900,25.200,708.0000,50.305249
P01,37.900,25.200,712.0000,51.037200
P01,37.900,25.200,716.0000,63.610875
P01,37.900,25.200,720.0000,50.721530
P01,37.900,25.200,724.0000,44.857497
P01,37.900,25.200,728.0000,57.303748
P01,37.900,25.200,732.0000,56.611042
P01,37.900,25.200,736.0000,56.317485
P01,37.900,25.200,740.0000,46.504491
P01,37.900,25.200,744.0000,42.004425
P01,37.900,25.200,748.0000,62.080641
P01,37.900,25.200,752.0000,53.414638
P01,37.900,25.200,756.0000,51.735527
P01,37.900,25.200,760.0000,55.021699
P01,37.900,25.200,764.0000,50.327323
P01,37.900,25.200,768.0000,59.783482
P01,37.900,25.200,772.0000,61.434325
P01,37.900,25.200,776.0000,61.825122
P01,37.900,25.200,780.0000,51.695968
P01,37.900,25.200,784.0000,53.098830
P01,37.900,25.200,788.0000,60.083294
P01,37.900,25.200,792.0000,52.224036
P01,37.900,25.200,796.0000,62.326849
P01,37.900,25.200,800.0000,55.480028
P01,37.900,25.200,804.0000,61.295712
P01,37.900,25.200,808.0000,56.682771
P01,37.900,25.200,812.0000,68.886471
P01,37.900,25.200,816.0000,43.657747
P01,37.900,25.200,820.0000,61.973743
P01,37.900,25.200,824.0000,62.126699
P01,37.900,25.200,828.0000,63.654931
P01,37.900,25.200,832.0000,70.186563
P01,37.900,25.200,836.0000,67.163462
P01,37.900,25.200,840.0000,60.336989
P01,37.900,25.200,844.0000,63.063432
P01,37.900,25.200,848.0000,68.727347
P01,37.900,25.200,852.0000,63.139790
P01,37.900,25.200,856.0000,63.495249
P01,37.900,25.200,860.0000,59.628189
P01,37.900,25.200,864.0000,73.374613
P01,37.900,25.200,868.0000,66.702161
P01,37.900,25.200,872.0000,71.797665
P01,37.900,25.200,876.0000,72.129049
P01,37.900,25.200,880.0000,63.421913
P01,37.900,25.200,884.0000,64.224525
P01,37.900,25.200,888.0000,66.699459
P01,37.900,25.200,892.0000,78.237072
P01,37.900,25.200,896.0000,57.010275
P01,37.900,25.200,900.0000,69.798130
P01,37.900,25.200,904.0000,70.472453
P01,37.900,25.200,908.0000,82.314024
P01,37.900,25.200,912.0000,73.505204
P01,37.900,25.200,916.0000,77.827822
P01,37.900,25.200,920.0000,67.584266
P01,37.900,25.200,924.0000,68.873204
P01,37.900,25.200,928.0000,78.666491
P01,37.900,25.200,932.0000,77.156263
P01,37.900,25.200,936.0000,87.465088
P01,37.900,25.200,940.0000,78.406725
P01,37.900,25.200,944.0000,81.912253
P01,37.900,25.200,948.0000,89.773841
P01,37.900,25.200,952.0000,85.557512
P01,37.900,25.200,956.0000,92.280177
P01,37.900,25.200,960.0000,102.763790
P01,37.900,25.200,964.0000,96.592851
P01,37.900,25.200,968.0000,111.838717
P01,37.900,25.200,972.0000,131.984184
P01,37.900,25.200,976.0000,132.570058
P01,37.900,25.200,980.0000,156.767365
P01,37.900,25.200,984.0000,195.344131
P01,37.900,25.200,988.0000,243.930678
P01,37.900,25.200,992.0000,382.630103
P01,37.900,25.200,996.0000,635.613169
P01,37.900,25.200,1000.0000,992.318188
P01,37.900,25.200,1004.0000,830.934237
P01,37.900,25.200,1008.0000,498.822640
P01,37.900,25.200,1012.0000,338.080242
P01,37.900,25.200,1016.0000,281.830557
P01,37.900,25.200,1020.0000,287.653397
P01,37.900,25.200,1024.0000,347.258932
P01,37.900,25.200,1028.0000,526.764083
P01,37.900,25.200,1032.0000,600.814350
P01,37.900,25.200,1036.0000,404.246206
P01,37.900,25.200,1040.0000,255.619163
P01,37.900,25.200,1044.0000,181.731091
P01,37.900,25.200,1048.0000,161.787802
P01,37.900,25.200,1052.0000,136.269634
P01,37.900,25.200,1056.0000,118.259000
P01,37.900,25.200,1060.0000,120.700800
P01,37.900,25.200,1064.0000,113.396148
P01,37.900,25.200,1068.0000,108.061275
P01,37.900,25.200,1072.0000,109.689683
P01,37.900,25.200,1076.0000,115.819625
P01,37.900,25.200,1080.0000,115.350872
P01,37.900,25.200,1084.0000,105.846985
P01,37.900,25.200,1088.0000,90.256219
P01,37.900,25.200,1092.0000,101.838176
P01,37.900,25.200,1096.0000,103.187519
P01,37.900,25.200,1100.0000,110.915733
P01,37.900,25.200,1104.0000,107.961893
P01,37.900,25.200,1108.0000,95.990902
P01,37.900,25.200,1112.0000,97.200521
P01,37.900,25.200,1116.0000,99.660347
P01,37.900,25.200,1120.0000,91.420676
P01,37.900,25.200,1124.0000,109.083381
P01,37.900,25.200,1128.0000,119.553794
P01,37.900,25.200,1132.0000,120.467239
P01,37.900,25.200,1136.0000,115.481857
P01,37.900,25.200,1140.0000,129.733530
P01,37.900,25.200,1144.0000,144.856575
P01,37.900,25.200,1148.0000,196.894897
P01,37.900,25.200,1152.0000,270.396575
P01,37.900,25.200,1156.0000,305.991876
P01,37.900,25.200,1160.0000,226.737964
P01,37.900,25.200,1164.0000,169.654597
P01,37.900,25.200,1168.0000,132.642006
P01,37.900,25.200,1172.0000,110.610943
P01,37.900,25.200,1176.0000,127.021000
P01,37.900,25.200,1180.0000,120.888185
P01,37.900,25.200,1184.0000,119.863862
P01,37.900,25.200,1188.0000,116.622094
P01,37.900,25.200,1192.0000,111.519402
P01,37.900,25.200,1196.0000,122.523847
P01,37.900,25.200,1200.0000,114.636285
P01,37.900,25.200,1204.0000,126.450422
P01,37.900,25.200,1208.0000,120.571092
P01,37.900,25.200,1212.0000,108.741722
P01,37.900,25.200,1216.0000,117.470604
P01,37.900,25.200,1220.0000,120.988826
P01,37.900,25.200,1224.0000,122.356082
P01,37.900,25.200,1228.0000,124.796228
P01,37.900,25.200,1232.0000,118.147137
P01,37.900,25.200,1236.0000,116.979670
P01,37.900,25.200,1240.0000,119.023378
P01,37.900,25.200,1244.0000,124.593368
P01,37.900,25.200,1248.0000,110.783057
P01,37.900,25.200,1252.0000,124.139082
P01,37.900,25.200,1256.0000,118.909213
P01,37.900,25.200,1260.0000,124.835096
P01,37.900,25.200,1264.0000,127.125496
P01,37.900,25.200,1268.0000,130.479381
P01,37.900,25.200,1272.0000,124.909921
P01,37.900,25.200,1276.0000,131.213060
P01,37.900,25.200,1280.0000,132.443252
P01,37.900,25.200,1284.0000,122.776563
P01,37.900,25.200,1288.0000,120.449258
P01,37.900,25.200,1292.0000,127.665084
P01,37.900,25.200,1296.0000,131.949133
P01,37.900,25.200,1300.0000,131.510533
P01,37.900,25.200,1304.0000,127.907841
P01,37.900,25.200,1308.0000,131.910645
P01,37.900,25.200,1312.0000,140.544615
P01,37.900,25.200,1316.0000,134.215105
P01,37.900,25.200,1320.0000,141.020335
P01,37.900,25.200,1324.0000,136.589756
P01,37.900,25.200,1328.0000,133.634099
P01,37.900,25.200,1332.0000,146.230727
P01,37.900,25.200,1336.0000,139.868135
P01,37.900,25.200,1340.0000,139.136685
P01,37.900,25.200,1344.0000,141.766213
P01,37.900,25.200,1348.0000,150.203698
P01,37.900,25.200,1352.0000,145.119108
P01,37.900,25.200,1356.0000,147.969680
P01,37.900,25.200,1360.0000,149.068631
P01,37.900,25.200,1364.0000,137.640154
P01,37.900,25.200,1368.0000,151.215254
P01,37.900,25.200,1372.0000,160.528947
P01,37.900,25.200,1376.0000,154.370375
P01,37.900,25.200,1380.0000,131.870781
P01,37.900,25.200,1384.0000,144.631274
P01,37.900,25.200,1388.0000,139.503740
P01,37.900,25.200,1392.0000,161.763294
P01,37.900,25.200,1396.0000,164.403752
P01,37.900,25.200,1400.0000,164.927965
P01,37.900,25.200,1404.0000,158.279133
P01,37.900,25.200,1408.0000,171.528744
P01,37.900,25.200,1412.0000,164.612436
P01,37.900,25.200,1416.0000,171.220648
P01,37.900,25.200,1420.0000,163.391362
P01,37.900,25.200,1424.0000,179.155700
P01,37.900,25.200,1428.0000,191.785817
P01,37.900,25.200,1432.0000,196.385968
P01,37.900,25.200,1436.0000,215.965816
P01,37.900,25.200,1440.0000,257.498651
P01,37.900,25.200,1444.0000,337.763555
P01,37.900,25.200,1448.0000,502.482507
P01,37.900,25.200,1452.0000,490.052848
P01,37.900,25.200,1456.0000,350.406233
P01,37.900,25.200,1460.0000,269.320347
P01,37.900,25.200,1464.0000,218.667632
P01,37.900,25.200,1468.0000,214.786661
P01,37.900,25.200,1472.0000,204.625366
P01,37.900,25.200,1476.0000,185.338887
P01,37.900,25.200,1480.0000,173.366101
P01,37.900,25.200,1484.0000,181.609927
P01,37.900,25.200,1488.0000,177.943666
P01,37.900,25.200,1492.0000,181.724328
P01,37.900,25.200,1496.0000,183.609510
P01,37.900,25.200,1500.0000,183.467084
P01,37.900,25.200,1504.0000,169.556405
P01,37.900,25.200,1508.0000,187.316741
P01,37.900,25.200,1512.0000,186.821596
P01,37.900,25.200,1516.0000,187.904260
P01,37.900,25.200,1520.0000,178.717485
P01,37.900,25.200,1524.0000,187.368353
P01,37.900,25.200,1528.0000,195.769267
P01,37.900,25.200,1532.0000,185.421236
P01,37.900,25.200,1536.0000,196.019147
P01,37.900,25.200,1540.0000,195.695976
P01,37.900,25.200,1544.0000,204.393933
P01,37.900,25.200,1548.0000,199.663457
P01,37.900,25.200,1552.0000,211.028295
P01,37.900,25.200,1556.0000,213.018124
P01,37.900,25.200,1560.0000,224.318965
P01,37.900,25.200,1564.0000,225.981745
P01,37.900,25.200,1568.0000,247.198983
P01,37.900,25.200,1572.0000,293.573085
P01,37.900,25.200,1576.0000,344.946473
P01,37.900,25.200,1580.0000,480.751503
