point_id,x_mm,y_mm,raman_shift_cm-1,intensity
P00,37.800,25.200,1036.0000,388.551996
P00,37.800,25.200,1040.0000,214.196951
P00,37.800,25.200,1044.0000,160.741219
P00,37.800,25.200,1048.0000,123.400360
P00,37.800,25.200,1052.0000,93.553731
P00,37.800,25.200,1056.0000,93.052025
P00,37.800,25.200,1060.0000,66.513498
P00,37.800,25.200,1064.0000,86.089593
P00,37.800,25.200,1068.0000,64.715505
P00,37.800,25.200,1072.0000,46.644221
P00,37.800,25.200,1076.0000,55.806998
P00,37.800,25.200,1080.0000,53.362398
P00,37.800,25.200,1084.0000,61.896318
P00,37.800,25.200,1088.0000,45.686140
P00,37.800,25.200,1092.0000,49.395751
P00,37.800,25.200,1096.0000,48.141439
P00,37.800,25.200,1100.0000,54.922370
P00,37.800,25.200,1104.0000,56.145474
P00,37.800,25.200,1108.0000,52.027681
P00,37.800,25.200,1112.0000,58.889947
P00,37.800,25.200,1116.0000,39.523438
P00,37.800,25.200,1120.0000,58.348309
P00,37.800,25.200,1124.0000,42.190567
P00,37.800,25.200,1128.0000,52.721196
P00,37.800,25.200,1132.0000,62.284672
P00,37.800,25.200,1136.0000,73.571826
P00,37.800,25.200,1140.0000,65.012488
P00,37.800,25.200,1144.0000,90.105792
P00,37.800,25.200,1148.0000,139.822648
P00,37.800,25.200,1152.0000,225.422327
P00,37.800,25.200,1156.0000,252.535653
P00,37.800,25.200,1160.0000,174.996001
P00,37.800,25.200,1164.0000,119.490882
P00,37.800,25.200,1168.0000,78.861250
P00,37.800,25.200,1172.0000,61.781916
P00,37.800,25.200,1176.0000,61.208228
P00,37.800,25.200,1180.0000,64.771290
P00,37.800,25.200,1184.0000,55.954018
P00,37.800,25.200,1188.0000,42.099008
P00,37.800,25.200,1192.0000,50.326914
P00,37.800,25.200,1196.0000,44.338392
P00,37.800,25.200,1200.0000,43.856551
P00,37.800,25.200,1204.0000,42.808916
P00,37.800,25.200,1208.0000,36.958676
P00,37.800,25.200,1212.0000,48.767133
P00,37.800,25.200,1216.0000,44.451215
P00,37.800,25.200,1220.0000,36.353535
P00,37.800,25.200,1224.0000,42.942179
P00,37.800,25.200,1228.0000,40.603240
P00,37.800,25.200,1232.0000,42.554331
P00,37.800,25.200,1236.0000,47.179194
P00,37.800,25.200,1240.0000,51.043873
P00,37.800,25.200,1244.0000,41.926097
P00,37.800,25.200,1248.0000,27.487943
P00,37.800,25.200,1252.0000,38.746889
P00,37.800,25.200,1256.0000,40.508524
P00,37.800,25.200,1260.0000,38.863147
P00,37.800,25.200,1264.0000,29.916656
P00,37.800,25.200,1268.0000,41.090339
P00,37.800,25.200,1272.0000,41.639030
P00,37.800,25.200,1276.0000,42.311065
P00,37.800,25.200,1280.0000,41.672697
P00,37.800,25.200,1284.0000,38.836696
P00,37.800,25.200,1288.0000,28.982957
P00,37.800,25.200,1292.0000,34.066830
P00,37.800,25.200,1296.0000,27.352472
P00,37.800,25.200,1300.0000,46.103736
P00,37.800,25.200,1304.0000,40.896751
P00,37.800,25.200,1308.0000,49.520919
P00,37.800,25.200,1312.0000,49.300880
P00,37.800,25.200,1316.0000,46.020621
P00,37.800,25.200,1320.0000,41.353453
P00,37.800,25.200,1324.0000,40.982466
P00,37.800,25.200,1328.0000,33.367581
P00,37.800,25.200,1332.0000,42.148672
P00,37.800,25.200,1336.0000,37.744078
P00,37.800,25.200,1340.0000,43.790366
P00,37.800,25.200,1344.0000,49.784263
P00,37.800,25.200,1348.0000,40.953958
P00,37.800,25.200,1352.0000,50.488731
P00,37.800,25.200,1356.0000,41.400283
P00,37.800,25.200,1360.0000,55.491403
P00,37.800,25.200,1364.0000,40.094954
P00,37.800,25.200,1368.0000,43.005630
P00,37.800,25.200,1372.0000,42.267554
P00,37.800,25.200,1376.0000,37.345683
P00,37.800,25.200,1380.0000,43.417629
P00,37.800,25.200,1384.0000,37.257440
P00,37.800,25.200,1388.0000,48.368880
P00,37.800,25.200,1392.0000,42.146153
P00,37.800,25.200,1396.0000,37.740747
P00,37.800,25.200,1400.0000,46.698638
P00,37.800,25.200,1404.0000,45.701622
P00,37.800,25.200,1408.0000,55.895539
P00,37.800,25.200,1412.0000,57.339988
P00,37.800,25.200,1416.0000,60.074149
P00,37.800,25.200,1420.0000,66.768144
P00,37.800,25.200,1424.0000,54.244417
P00,37.800,25.200,1428.0000,71.310507
P00,37.800,25.200,1432.0000,73.613307
P00,37.800,25.200,1436.0000,104.195144
P00,37.800,25.200,1440.0000,159.306304
P00,37.800,25.200,1444.0000,234.616613
P00,37.800,25.200,1448.0000,406.261869
P00,37.800,25.200,1452.0000,402.473040
P00,37.800,25.200,1456.0000,246.672183
P00,37.800,25.200,1460.0000,139.160304
P00,37.800,25.200,1464.0000,98.733979
P00,37.800,25.200,1468.0000,76.009892
P00,37.800,25.200,1472.0000,66.403129
P00,37.800,25.200,1476.0000,60.876977
P00,37.800,25.200,1480.0000,54.400496
P00,37.800,25.200,1484.0000,48.605707
P00,37.800,25.200,1488.0000,48.699603
P00,37.800,25.200,1492.0000,53.617050
P00,37.800,25.200,1496.0000,49.390796
P00,37.800,25.200,1500.0000,42.050139
P00,37.800,25.200,1504.0000,47.541594
P00,37.800,25.200,1508.0000,48.994533
P00,37.800,25.200,1512.0000,45.192549
P00,37.800,25.200,1516.0000,47.331000
P00,37.800,25.200,1520.0000,48.616176
P00,37.800,25.200,1524.0000,50.261702
P00,37.800,25.200,1528.0000,48.282046
P00,37.800,25.200,1532.0000,45.118824
P00,37.800,25.200,1536.0000,46.979316
P00,37.800,25.200,1540.0000,50.896532
P00,37.800,25.200,1544.0000,49.426014
P00,37.800,25.200,1548.0000,54.464365
P00,37.800,25.200,1552.0000,53.654272
P00,37.800,25.200,1556.0000,69.675547
P00,37.800,25.200,1560.0000,70.167514
P00,37.800,25.200,1564.0000,88.835235
P00,37.800,25.200,1568.0000,93.567564
P00,37.800,25.200,1572.0000,143.410025
P00,37.800,25.200,1576.0000,211.291261
P00,37.800,25.200,1580.0000,346.498976
P00,37.800,25.200,1584.0000,414.477653
P00,37.800,25.200,1588.0000,333.659949
P00,37.800,25.200,1592.0000,293.291898
P00,37.800,25.200,1596.0000,411.616065
P00,37.800,25.200,1600.0000,638.536949
P00,37.800,25.200,1604.0000,626.411580
P00,37.800,25.200,1608.0000,360.370740
P00,37.800,25.200,1612.0000,216.403491
P00,37.800,25.200,1616.0000,142.195796
P00,37.800,25.200,1620.0000,109.263546
P00,37.800,25.200,1624.0000,86.866946
P00,37.800,25.200,1628.0000,80.356648
P00,37.800,25.200,1632.0000,71.428675
P00,37.800,25.200,1636.0000,73.658995
P00,37.800,25.200,1640.0000,57.972024
P00,37.800,25.200,1644.0000,63.942552
P00,37.800,25.200,1648.0000,53.001093
P00,37.800,25.200,1652.0000,50.885464
P00,37.800,25.200,1656.0000,51.369848
P00,37.800,25.200,1660.0000,45.799937
P00,37.800,25.200,1664.0000,39.821236
P00,37.800,25.200,1668.0000,40.556823
P00,37.800,25.200,1672.0000,48.183828
P00,37.800,25.200,1676.0000,42.118302
P00,37.800,25.200,1680.0000,49.016136
P00,37.800,25.200,1684.0000,56.895313
P00,37.800,25.200,1688.0000,36.305265
P00,37.800,25.200,1692.0000,47.165313
P00,37.800,25.200,1696.0000,47.420269
P00,37.800,25.200,1700.0000,48.940643
P00,37.800,25.200,1704.0000,37.753772
P00,37.800,25.200,1708.0000,42.085046
P00,37.800,25.200,1712.0000,48.457721
P00,37.800,25.200,1716.0000,50.018608
P00,37.800,25.200,1720.0000,38.208079
P00,37.800,25.200,1724.0000,45.934902
P00,37.800,25.200,1728.0000,36.685830
P00,37.800,25.200,1732.0000,41.111901
P00,37.800,25.200,1736.0000,42.428013
P00,37.800,25.200,1740.0000,35.604524
P00,37.800,25.200,1744.0000,33.993643
P00,37.800,25.200,1748.0000,44.896169
P00,37.800,25.200,1752.0000,39.122503
P00,37.800,25.200,1756.0000,50.066253
P00,37.800,25.200,1760.0000,40.113835
P00,37.800,25.200,1764.0000,37.796142
P00,37.800,25.200,1768.0000,38.993096
P00,37.800,25.200,1772.0000,43.427645
P00,37.800,25.200,1776.0000,47.402978
P00,37.800,25.200,1780.0000,42.107821
P00,37.800,25.200,1784.0000,44.277333
P00,37.800,25.200,1788.0000,40.842704
P00,37.800,25.200,1792.0000,37.561563
P00,37.800,25.200,1796.0000,39.477267
P00,37.800,25.200,1800.0000,30.764570
P01,37.900,25.200,400.0000,39.499688
P01,37.900,25.200,404.0000,46.549476
P01,37.900,25.200,408.0000,38.898089
P01,37.900,25.200,412.0000,45.969189
P01,37.900,25.200,416.0000,40.883201
P01,37.900,25.200,420.0000,28.409604
P01,37.900,25.200,424.0000,42.231122
P01,37.900,25.200,428.0000,34.774965
P01,37.900,25.200,432.0000,32.782560
P01,37.900,25.200,436.0000,39.604667
P01,37.900,25.200,440.0000,44.481171
P01,37.900,25.200,444.0000,38.893885
P01,37.900,25.200,448.0000,40.148738
P01,37.900,25.200,452.0000,46.207221
P01,37.900,25.200,456.0000,44.691970
P01,37.900,25.200,460.0000,50.226082
P01,37.900,25.200,464.0000,42.947022
P01,37.900,25.200,468.0000,47.982126
P01,37.900,25.200,472.0000,36.828145
P01,37.900,25.200,476.0000,43.971845
P01,37.900,25.200,480.0000,42.281095
P01,37.900,25.200,484.0000,38.448232
P01,37.900,25.200,488.0000,47.344889
P01,37.900,25.200,492.0000,49.334871
P01,37.900,25.200,496.0000,36.860149
P01,37.900,25.200,500.0000,34.431442
P01,37.900,25.200,504.0000,42.197855
P01,37.900,25.200,508.0000,56.377208
P01,37.900,25.200,512.0000,45.717173
P01,37.900,25.200,516.0000,44.486079
P01,37.900,25.200,520.0000,40.498238
P01,37.900,25.200,524.0000,37.465832
P01,37.900,25.200,528.0000,32.877150
P01,37.900,25.200,532.0000,46.375000
P01,37.900,25.200,536.0000,41.973749
P01,37.900,25.200,540.0000,33.914663
P01,37.900,25.200,544.0000,39.905910
P01,37.900,25.200,548.0000,35.877515
P01,37.900,25.200,552.0000,49.205444
P01,37.900,25.200,556.0000,49.720881
P01,37.900,25.200,560.0000,30.618661
P01,37.900,25.200,564.0000,47.976883
P01,37.900,25.200,568.0000,49.139640
P01,37.900,25.200,572.0000,46.803571
P01,37.900,25.200,576.0000,32.394933
P01,37.900,25.200,580.0000,44.395385
P01,37.900,25.200,584.0000,54.820835
P01,37.900,25.200,588.0000,52.658019
P01,37.900,25.200,592.0000,38.585825
P01,37.900,25.200,596.0000,41.684020
P01,37.900,25.200,600.0000,52.651007
P01,37.900,25.200,604.0000,59.240478
P01,37.900,25.200,608.0000,62.858822
P01,37.900,25.200,612.0000,60.262315
P01,37.900,25.200,616.0000,71.417998
P01,37.900,25.200,620.0000,104.514509
P01,37.900,25.200,624.0000,149.321306
P01,37.900,25.200,628.0000,241.826778
P01,37.900,25.200,632.0000,327.254187
P01,37.900,25.200,636.0000,240.571367
P01,37.900,25.200,640.0000,142.173905
P01,37.900,25.200,644.0000,99.973827
P01,37.900,25.200,648.0000,73.544997
P01,37.900,25.200,652.0000,69.172233
P01,37.900,25.200,656.0000,61.981549
P01,37.900,25.200,660.0000,53.694908
P01,37.900,25.200,664.0000,53.402993
P01,37.900,25.200,668.0000,43.347035
P01,37.900,25.200,672.0000,45.246035
P01,37.900,25.200,676.0000,51.597378
P01,37.900,25.200,680.0000,47.559378
P01,37.900,25.200,684.0000,43.628901
P01,37.900,25.200,688.0000,41.562670
P01,37.900,25.200,692.0000,40.822157
P01,37.900,25.200,696.0000,31.321108
P01,37.900,25.200,700.0000,47.927415
P01,37.900,25.200,704.0000,36.481300
P01,37.900,25.200,708.0000,43.794551
P01,37.900,25.200,712.0000,40.430143
P01,37.900,25.200,716.0000,51.729529
P01,37.900,25.200,720.0000,36.884103
P01,37.900,25.200,724.0000,37.305674
P01,37.900,25.200,728.0000,46.706508
P01,37.900,25.200,732.0000,37.572399
P01,37.900,25.200,736.0000,39.559688
P01,37.900,25.200,740.0000,38.772931
P01,37.900,25.200,744.0000,50.335249
P01,37.900,25.200,748.0000,42.267593
P01,37.900,25.200,752.0000,35.635087
P01,37.900,25.200,756.0000,40.925476
P01,37.900,25.200,760.0000,36.425392
P01,37.900,25.200,764.0000,45.310610
P01,37.900,25.200,768.0000,41.382981
P01,37.900,25.200,772.0000,40.243875
P01,37.900,25.200,776.0000,35.747471
P01,37.900,25.200,780.0000,42.128440
P01,37.900,25.200,784.0000,37.481799
P01,37.900,25.200,788.0000,44.016787
P01,37.900,25.200,792.0000,35.966787
P01,37.900,25.200,796.0000,41.179202
P01,37.900,25.200,800.0000,45.079501
P01,37.900,25.200,804.0000,56.651253
P01,37.900,25.200,808.0000,46.581022
P01,37.900,25.200,812.0000,38.929727
P01,37.900,25.200,816.0000,35.517816
P01,37.900,25.200,820.0000,47.311127
P01,37.900,25.200,824.0000,57.408566
P01,37.900,25.200,828.0000,61.911082
P01,37.900,25.200,832.0000,52.816659
P01,37.900,25.200,836.0000,65.835478
P01,37.900,25.200,840.0000,76.019400
P01,37.900,25.200,844.0000,92.785644
P01,37.900,25.200,848.0000,135.927418
P01,37.900,25.200,852.0000,206.171158
P01,37.900,25.200,856.0000,355.950845
P01,37.900,25.200,860.0000,357.182396
P01,37.900,25.200,864.0000,218.631491
P01,37.900,25.200,868.0000,129.924283
P01,37.900,25.200,872.0000,87.407312
P01,37.900,25.200,876.0000,68.295694
P01,37.900,25.200,880.0000,64.401858
P01,37.900,25.200,884.0000,62.584615
P01,37.900,25.200,888.0000,59.753631
P01,37.900,25.200,892.0000,50.560530
P01,37.900,25.200,896.0000,44.127873
P01,37.900,25.200,900.0000,55.001116
P01,37.900,25.200,904.0000,47.908011
P01,37.900,25.200,908.0000,44.132228
P01,37.900,25.200,912.0000,36.977192
P01,37.900,25.200,916.0000,40.914818
P01,37.900,25.200,920.0000,39.788692
P01,37.900,25.200,924.0000,39.933070
P01,37.900,25.200,928.0000,37.711407
P01,37.900,25.200,932.0000,40.885836
P01,37.900,25.200,936.0000,53.275788
P01,37.900,25.200,940.0000,47.303303
P01,37.900,25.200,944.0000,31.844528
P01,37.900,25.200,948.0000,41.674640
P01,37.900,25.200,952.0000,42.652386
P01,37.900,25.200,956.0000,48.814876
P01,37.900,25.200,960.0000,40.677490
P01,37.900,25.200,964.0000,41.176576
P01,37.900,25.200,968.0000,43.252962
P01,37.900,25.200,972.0000,51.226919
P01,37.900,25.200,976.0000,28.523348
P01,37.900,25.200,980.0000,39.240899
P01,37.900,25.200,984.0000,43.212748
P01,37.900,25.200,988.0000,41.423248
P01,37.900,25.200,992.0000,41.978551
P01,37.900,25.200,996.0000,43.318965
P01,37.900,25.200,1000.0000,49.791508
P01,37.900,25.200,1004.0000,38.898252
P01,37.900,25.200,1008.0000,34.853263
P01,37.900,25.200,1012.0000,33.629375
P01,37.900,25.200,1016.0000,50.404077
P01,37.900,25.200,1020.0000,44.823042
P01,37.900,25.200,1024.0000,45.041726
P01,37.900,25.200,1028.0000,43.265726
P01,37.900,25.200,1032.0000,41.558024
P01,37.900,25.200,1036.0000,34.426293
P01,37.900,25.200,1040.0000,52.050641
P01,37.900,25.200,1044.0000,48.799747
P01,37.900,25.200,1048.0000,43.024134
P01,37.900,25.200,1052.0000,53.079451
P01,37.900,25.200,1056.0000,49.607733
P01,37.900,25.200,1060.0000,63.277973
P01,37.900,25.200,1064.0000,56.239499
P01,37.900,25.200,1068.0000,64.290829
P01,37.900,25.200,1072.0000,71.370693
P01,37.900,25.200,1076.0000,84.186867
P01,37.900,25.200,1080.0000,100.610013
P01,37.900,25.200,1084.0000,126.601389
P01,37.900,25.200,1088.0000,203.848651
P01,37.900,25.200,1092.0000,342.962978
P01,37.900,25.200,1096.0000,467.024490
P01,37.900,25.200,1100.0000,359.181295
P01,37.900,25.200,1104.0000,232.113908
P01,37.900,25.200,1108.0000,194.453050
P01,37.900,25.200,1112.0000,220.206989
P01,37.900,25.200,1116.0000,310.610398
P01,37.900,25.200,1120.0000,356.359892
P01,37.900,25.200,1124.0000,239.311244
P01,37.900,25.200,1128.0000,146.442674
P01,37.900,25.200,1132.0000,91.773987
P01,37.900,25.200,1136.0000,87.767032
P01,37.900,25.200,1140.0000,70.704336
P01,37.900,25.200,1144.0000,67.211422
P01,37.900,25.200,1148.0000,61.148896
P01,37.900,25.200,1152.0000,64.489371
P01,37.900,25.200,1156.0000,61.920803
P01,37.900,25.200,1160.0000,57.295968
P01,37.900,25.200,1164.0000,51.732676
P01,37.900,25.200,1168.0000,58.869185
P01,37.900,25.200,1172.0000,45.439564
P01,37.900,25.200,1176.0000,45.854639
P01,37.900,25.200,1180.0000,51.263411
P01,37.900,25.200,1184.0000,50.848652
P01,37.900,25.200,1188.0000,50.209988
P01,37.900,25.200,1192.0000,51.946182
P01,37.900,25.200,1196.0000,44.752698
P01,37.900,25.200,1200.0000,43.389946
P01,37.900,25.200,1204.0000,44.344261
P01,37.900,25.200,1208.0000,42.822611
P01,37.900,25.200,1212.0000,46.151017
P01,37.900,25.200,1216.0000,42.981375
P01,37.900,25.200,1220.0000,58.949808
P01,37.900,25.200,1224.0000,54.028037
P01,37.900,25.200,1228.0000,47.487491
P01,37.900,25.200,1232.0000,43.143910
P01,37.900,25.200,1236.0000,53.243664
P01,37.900,25.200,1240.0000,56.274724
P01,37.900,25.200,1244.0000,56.787000
P01,37.900,25.200,1248.0000,44.708797
P01,37.900,25.200,1252.0000,54.803040
P01,37.900,25.200,1256.0000,59.367253
P01,37.900,25.200,1260.0000,57.020624
P01,37.900,25.200,1264.0000,63.071247
P01,37.900,25.200,1268.0000,65.838648
P01,37.900,25.200,1272.0000,90.722912
P01,37.900,25.200,1276.0000,122.112893
P01,37.900,25.200,1280.0000,176.196019
P01,37.900,25.200,1284.0000,298.028631
P01,37.900,25.200,1288.0000,496.266740
P01,37.900,25.200,1292.0000,497.099686
P01,37.900,25.200,1296.0000,288.577748
P01,37.900,25.200,1300.0000,180.566783
P01,37.900,25.200,1304.0000,117.872168
P01,37.900,25.200,1308.0000,92.385817
P01,37.900,25.200,1312.0000,88.153777
P01,37.900,25.200,1316.0000,68.122252
P01,37.900,25.200,1320.0000,67.542573
P01,37.900,25.200,1324.0000,67.306602
P01,37.900,25.200,1328.0000,58.505695
P01,37.900,25.200,1332.0000,49.450984
P01,37.900,25.200,1336.0000,59.087305
P01,37.900,25.200,1340.0000,55.312504
P01,37.900,25.200,1344.0000,37.259136
P01,37.900,25.200,1348.0000,55.014867
P01,37.900,25.200,1352.0000,45.609825
P01,37.900,25.200,1356.0000,42.321032
P01,37.900,25.200,1360.0000,45.603322
P01,37.900,25.200,1364.0000,40.209793
P01,37.900,25.200,1368.0000,49.476122
P01,37.900,25.200,1372.0000,43.059281
P01,37.900,25.200,1376.0000,55.537477
P01,37.900,25.200,1380.0000,49.278792
P01,37.900,25.200,1384.0000,46.193218
P01,37.900,25.200,1388.0000,68.297345
P01,37.900,25.200,1392.0000,67.401693
P01,37.900,25.200,1396.0000,68.377186
P01,37.900,25.200,1400.0000,83.169391
P01,37.900,25.200,1404.0000,104.142814
P01,37.900,25.200,1408.0000,190.035513
P01,37.900,25.200,1412.0000,292.893779
P01,37.900,25.200,1416.0000,293.646629
P01,37.900,25.200,1420.0000,174.202642
P01,37.900,25.200,1424.0000,110.311039
P01,37.900,25.200,1428.0000,80.087174
P01,37.900,25.200,1432.0000,74.601688
P01,37.900,25.200,1436.0000,58.905525
P01,37.900,25.200,1440.0000,54.481547
P01,37.900,25.200,1444.0000,53.882022
P01,37.900,25.200,1448.0000,50.386917
P01,37.900,25.200,1452.0000,52.033129
P01,37.900,25.200,1456.0000,34.234429
P01,37.900,25.200,1460.0000,58.633890
P01,37.900,25.200,1464.0000,53.826196
P01,37.900,25.200,1468.0000,39.794873
P01,37.900,25.200,1472.0000,48.866205
P01,37.900,25.200,1476.0000,42.694245
P01,37.900,25.200,1480.0000,33.550959
P01,37.900,25.200,1484.0000,43.333426
P01,37.900,25.200,1488.0000,52.940387
P01,37.900,25.200,1492.0000,46.780636
P01,37.900,25.200,1496.0000,48.754507
P01,37.900,25.200,1500.0000,52.586821
P01,37.900,25.200,1504.0000,36.767457
P01,37.900,25.200,1508.0000,46.924561
P01,37.900,25.200,1512.0000,50.082672
P01,37.900,25.200,1516.0000,52.250130
P01,37.900,25.200,1520.0000,32.313656
P01,37.900,25.200,1524.0000,32.070783
P01,37.900,25.200,1528.0000,41.146236
P01,37.900,25.200,1532.0000,52.233571
P01,37.900,25.200,1536.0000,41.973649
P01,37.900,25.200,1540.0000,35.487901
P01,37.900,25.200,1544.0000,45.418057
P01,37.900,25.200,1548.0000,42.185684
P01,37.900,25.200,1552.0000,44.931892
P01,37.900,25.200,1556.0000,52.049836
P01,37.900,25.200,1560.0000,38.075865
P01,37.900,25.200,1564.0000,58.650712
P01,37.900,25.200,1568.0000,47.663542
P01,37.900,25.200,1572.0000,34.865281
P01,37.900,25.200,1576.0000,53.442713
P01,37.900,25.200,1580.0000,62.335363
